term	gene
GO:0046942	c102418-g3
GO:0048468	c102418-g3
GO:0048513	c102418-g3
GO:0048519	c102418-g3
GO:0048523	c102418-g3
GO:0048646	c102418-g3
GO:0048666	c102418-g3
GO:0048699	c102418-g3
GO:0048731	c102418-g3
GO:0048839	c102418-g3
GO:0048856	c102418-g3
GO:0048869	c102418-g3
GO:0050789	c102418-g3
GO:0050794	c102418-g3
GO:0050877	c102418-g3
GO:0050896	c102418-g3
GO:0050906	c102418-g3
GO:0050907	c102418-g3
GO:0050911	c102418-g3
GO:0050954	c102418-g3
GO:0051128	c102418-g3
GO:0051179	c102418-g3
GO:0051234	c102418-g3
GO:0051252	c102418-g3
GO:0051253	c102418-g3
GO:0051606	c102418-g3
GO:0055085	c102418-g3
GO:0060113	c102418-g3
GO:0060119	c102418-g3
GO:0060255	c102418-g3
GO:0060491	c102418-g3
GO:0061024	c102418-g3
GO:0065007	c102418-g3
GO:0065008	c102418-g3
GO:0070820	c102418-g3
GO:0070821	c102418-g3
GO:0071683	c102418-g3
GO:0071705	c102418-g3
GO:0071840	c102418-g3
GO:0071944	c102418-g3
GO:0080090	c102418-g3
GO:0097035	c102418-g3
GO:0097447	c102418-g3
GO:0097708	c102418-g3
GO:0098588	c102418-g3
GO:0098590	c102418-g3
GO:0098656	c102418-g3
GO:0098858	c102418-g3
GO:0098862	c102418-g3
GO:0099503	c102418-g3
GO:0120025	c102418-g3
GO:0120032	c102418-g3
GO:0120035	c102418-g3
GO:1901611	c102418-g3
GO:1901612	c102418-g3
GO:1902679	c102418-g3
GO:2001141	c102418-g3
GO:0003674	c102419-g3
GO:0005215	c102419-g3
GO:0005216	c102419-g3
GO:0005261	c102419-g3
GO:0005575	c102419-g3
GO:0005886	c102419-g3
GO:0006810	c102419-g3
GO:0006811	c102419-g3
GO:0006812	c102419-g3
GO:0007610	c102419-g3
GO:0007638	c102419-g3
GO:0008150	c102419-g3
GO:0008324	c102419-g3
GO:0008381	c102419-g3
GO:0009581	c102419-g3
GO:0009582	c102419-g3
GO:0009605	c102419-g3
GO:0009612	c102419-g3
GO:0009628	c102419-g3
GO:0009987	c102419-g3
GO:0015075	c102419-g3
GO:0015267	c102419-g3
GO:0016020	c102419-g3
GO:0022803	c102419-g3
GO:0022836	c102419-g3
GO:0022857	c102419-g3
GO:0034220	c102419-g3
GO:0042391	c102419-g3
GO:0050896	c102419-g3
GO:0050982	c102419-g3
GO:0051179	c102419-g3
GO:0051234	c102419-g3
GO:0051606	c102419-g3
GO:0051716	c102419-g3
GO:0055085	c102419-g3
GO:0065007	c102419-g3
GO:0065008	c102419-g3
GO:0071214	c102419-g3
GO:0071260	c102419-g3
GO:0071496	c102419-g3
GO:0071944	c102419-g3
GO:0098655	c102419-g3
GO:0104004	c102419-g3
GO:0001501	c102420-g1
GO:0001654	c102420-g1
GO:0001838	c102420-g1
GO:0001841	c102420-g1
GO:0001843	c102420-g1
GO:0002009	c102420-g1
GO:0003002	c102420-g1
GO:0003674	c102420-g1
GO:0005488	c102420-g1
GO:0005515	c102420-g1
GO:0005543	c102420-g1
GO:0005546	c102420-g1
GO:0005575	c102420-g1
GO:0005576	c102420-g1
GO:0005622	c102420-g1
GO:0005634	c102420-g1
GO:0005730	c102420-g1
GO:0005737	c102420-g1
GO:0005856	c102420-g1
GO:0005886	c102420-g1
GO:0005929	c102420-g1
GO:0005930	c102420-g1
GO:0006355	c102420-g1
GO:0007154	c102420-g1
GO:0007165	c102420-g1
GO:0007166	c102420-g1
GO:0007186	c102420-g1
GO:0007224	c102420-g1
GO:0007275	c102420-g1
GO:0007389	c102420-g1
GO:0007399	c102420-g1
GO:0007417	c102420-g1
GO:0007420	c102420-g1
GO:0007423	c102420-g1
GO:0008104	c102420-g1
GO:0008150	c102420-g1
GO:0008277	c102420-g1
GO:0008289	c102420-g1
GO:0008589	c102420-g1
GO:0009653	c102420-g1
GO:0009790	c102420-g1
GO:0009792	c102420-g1
GO:0009887	c102420-g1
GO:0009888	c102420-g1
GO:0009889	c102420-g1
GO:0009952	c102420-g1
GO:0009953	c102420-g1
GO:0009966	c102420-g1
GO:0009968	c102420-g1
GO:0009987	c102420-g1
GO:0010468	c102420-g1
GO:0010556	c102420-g1
GO:0010646	c102420-g1
GO:0010648	c102420-g1
GO:0014020	c102420-g1
GO:0016020	c102420-g1
GO:0016331	c102420-g1
GO:0019219	c102420-g1
GO:0019222	c102420-g1
GO:0019899	c102420-g1
GO:0021510	c102420-g1
GO:0021511	c102420-g1
GO:0021513	c102420-g1
GO:0021532	c102420-g1
GO:0021904	c102420-g1
GO:0021914	c102420-g1
GO:0021915	c102420-g1
GO:0021953	c102420-g1
GO:0022008	c102420-g1
GO:0023051	c102420-g1
GO:0023052	c102420-g1
GO:0023057	c102420-g1
GO:0030154	c102420-g1
GO:0030182	c102420-g1
GO:0030323	c102420-g1
GO:0030326	c102420-g1
GO:0031076	c102420-g1
GO:0031974	c102420-g1
GO:0031981	c102420-g1
GO:0032501	c102420-g1
GO:0032502	c102420-g1
GO:0032838	c102420-g1
GO:0033036	c102420-g1
GO:0033365	c102420-g1
GO:0035091	c102420-g1
GO:0035107	c102420-g1
GO:0035108	c102420-g1
GO:0035113	c102420-g1
GO:0035148	c102420-g1
GO:0035239	c102420-g1
GO:0035295	c102420-g1
GO:0042733	c102420-g1
GO:0042995	c102420-g1
GO:0043009	c102420-g1
GO:0043010	c102420-g1
GO:0043167	c102420-g1
GO:0043168	c102420-g1
GO:0043226	c102420-g1
GO:0043227	c102420-g1
GO:0043228	c102420-g1
GO:0043229	c102420-g1
GO:0043231	c102420-g1
GO:0043232	c102420-g1
GO:0043233	c102420-g1
GO:0044877	c102420-g1
GO:0045879	c102420-g1
GO:0045992	c102420-g1
GO:0045995	c102420-g1
GO:0048513	c102420-g1
GO:0048519	c102420-g1
GO:0048523	c102420-g1
GO:0048562	c102420-g1
GO:0048568	c102420-g1
GO:0048583	c102420-g1
GO:0048585	c102420-g1
GO:0048598	c102420-g1
GO:0048646	c102420-g1
GO:0048699	c102420-g1
GO:0048701	c102420-g1
GO:0048702	c102420-g1
GO:0048704	c102420-g1
GO:0048705	c102420-g1
GO:0048706	c102420-g1
GO:0048729	c102420-g1
GO:0048731	c102420-g1
GO:0048736	c102420-g1
GO:0048856	c102420-g1
GO:0048869	c102420-g1
GO:0050789	c102420-g1
GO:0050793	c102420-g1
GO:0050794	c102420-g1
GO:0050896	c102420-g1
GO:0051093	c102420-g1
GO:0051179	c102420-g1
GO:0051239	c102420-g1
GO:0051241	c102420-g1
GO:0051252	c102420-g1
GO:0051641	c102420-g1
GO:0051716	c102420-g1
GO:0051960	c102420-g1
GO:0051961	c102420-g1
GO:0060173	c102420-g1
GO:0060255	c102420-g1
GO:0060322	c102420-g1
GO:0060348	c102420-g1
GO:0060429	c102420-g1
GO:0060433	c102420-g1
GO:0060434	c102420-g1
GO:0060541	c102420-g1
GO:0060562	c102420-g1
GO:0060606	c102420-g1
GO:0060831	c102420-g1
GO:0061512	c102420-g1
GO:0061548	c102420-g1
GO:0065007	c102420-g1
GO:0070013	c102420-g1
GO:0071944	c102420-g1
GO:0072175	c102420-g1
GO:0072657	c102420-g1
GO:0080090	c102420-g1
GO:0097014	c102420-g1
GO:0097499	c102420-g1
GO:0097500	c102420-g1
GO:0097546	c102420-g1
GO:0099568	c102420-g1
GO:0120025	c102420-g1
GO:1901620	c102420-g1
GO:1901621	c102420-g1
GO:1901981	c102420-g1
GO:1902936	c102420-g1
GO:1903441	c102420-g1
GO:1903546	c102420-g1
GO:1904888	c102420-g1
GO:1990778	c102420-g1
GO:2000026	c102420-g1
GO:2001141	c102420-g1
GO:0000082	c102422-g1
GO:0000166	c102422-g1
GO:0000228	c102422-g1
GO:0000278	c102422-g1
GO:0000428	c102422-g1
GO:0000723	c102422-g1
GO:0000731	c102422-g1
GO:0003674	c102422-g1
GO:0003676	c102422-g1
GO:0003677	c102422-g1
GO:0003682	c102422-g1
GO:0003690	c102422-g1
GO:0003824	c102422-g1
GO:0003887	c102422-g1
GO:0005488	c102422-g1
GO:0005515	c102422-g1
GO:0005575	c102422-g1
GO:0005622	c102422-g1
GO:0005634	c102422-g1
GO:0005635	c102422-g1
GO:0005654	c102422-g1
GO:0005657	c102422-g1
GO:0005658	c102422-g1
GO:0005694	c102422-g1
GO:0005730	c102422-g1
GO:0005737	c102422-g1
GO:0005829	c102422-g1
GO:0006139	c102422-g1
GO:0006259	c102422-g1
GO:0006260	c102422-g1
GO:0006261	c102422-g1
GO:0006269	c102422-g1
GO:0006270	c102422-g1
GO:0006271	c102422-g1
GO:0006272	c102422-g1
GO:0006273	c102422-g1
GO:0006281	c102422-g1
GO:0006302	c102422-g1
GO:0006303	c102422-g1
GO:0006355	c102422-g1
GO:0006950	c102422-g1
GO:0006974	c102422-g1
GO:0006996	c102422-g1
GO:0007049	c102422-g1
GO:0008150	c102422-g1
GO:0008152	c102422-g1
GO:0008283	c102422-g1
GO:0009058	c102422-g1
GO:0009059	c102422-g1
GO:0009889	c102422-g1
GO:0009987	c102422-g1
GO:0010468	c102422-g1
GO:0010556	c102422-g1
GO:0012505	c102422-g1
GO:0016043	c102422-g1
GO:0016070	c102422-g1
GO:0016363	c102422-g1
GO:0016740	c102422-g1
GO:0016772	c102422-g1
GO:0016779	c102422-g1
GO:0017076	c102422-g1
GO:0019103	c102422-g1
GO:0019219	c102422-g1
GO:0019222	c102422-g1
GO:0019725	c102422-g1
GO:0019899	c102422-g1
GO:0019900	c102422-g1
GO:0019901	c102422-g1
GO:0022402	c102422-g1
GO:0022616	c102422-g1
GO:0030880	c102422-g1
GO:0030894	c102422-g1
GO:0031967	c102422-g1
GO:0031974	c102422-g1
GO:0031981	c102422-g1
GO:0032200	c102422-g1
GO:0032201	c102422-g1
GO:0032774	c102422-g1
GO:0032991	c102422-g1
GO:0032993	c102422-g1
GO:0033260	c102422-g1
GO:0033554	c102422-g1
GO:0034061	c102422-g1
GO:0034399	c102422-g1
GO:0034654	c102422-g1
GO:0036094	c102422-g1
GO:0042592	c102422-g1
GO:0043170	c102422-g1
GO:0043226	c102422-g1
GO:0043227	c102422-g1
GO:0043228	c102422-g1
GO:0043229	c102422-g1
GO:0043231	c102422-g1
GO:0043232	c102422-g1
GO:0043233	c102422-g1
GO:0043596	c102422-g1
GO:0043601	c102422-g1
GO:0044238	c102422-g1
GO:0044770	c102422-g1
GO:0044772	c102422-g1
GO:0044786	c102422-g1
GO:0044843	c102422-g1
GO:0046982	c102422-g1
GO:0046983	c102422-g1
GO:0050789	c102422-g1
GO:0050794	c102422-g1
GO:0050896	c102422-g1
GO:0051252	c102422-g1
GO:0051276	c102422-g1
GO:0051716	c102422-g1
GO:0055029	c102422-g1
GO:0060249	c102422-g1
GO:0060255	c102422-g1
GO:0061695	c102422-g1
GO:0065007	c102422-g1
GO:0065008	c102422-g1
GO:0070013	c102422-g1
GO:0071840	c102422-g1
GO:0071897	c102422-g1
GO:0080090	c102422-g1
GO:0090304	c102422-g1
GO:0140097	c102422-g1
GO:1901265	c102422-g1
GO:1901363	c102422-g1
GO:1902494	c102422-g1
GO:1903047	c102422-g1
GO:1990234	c102422-g1
GO:2001141	c102422-g1
GO:0000062	c102423-g2
GO:0000166	c102423-g2
GO:0001676	c102423-g2
GO:0002021	c102423-g2
GO:0003674	c102423-g2
GO:0003824	c102423-g2
GO:0003841	c102423-g2
GO:0004465	c102423-g2
GO:0004620	c102423-g2
GO:0004623	c102423-g2
GO:0004806	c102423-g2
GO:0005488	c102423-g2
GO:0005543	c102423-g2
GO:0005575	c102423-g2
GO:0005622	c102423-g2
GO:0005634	c102423-g2
GO:0005654	c102423-g2
GO:0005737	c102423-g2
GO:0005783	c102423-g2
GO:0005788	c102423-g2
GO:0005789	c102423-g2
GO:0005811	c102423-g2
GO:0005829	c102423-g2
GO:0005886	c102423-g2
GO:0006082	c102423-g2
GO:0006629	c102423-g2
GO:0006631	c102423-g2
GO:0006638	c102423-g2
GO:0006639	c102423-g2
GO:0006641	c102423-g2
GO:0006642	c102423-g2
GO:0006644	c102423-g2
GO:0006650	c102423-g2
GO:0006654	c102423-g2
GO:0006793	c102423-g2
GO:0006796	c102423-g2
GO:0006996	c102423-g2
GO:0008150	c102423-g2
GO:0008152	c102423-g2
GO:0008289	c102423-g2
GO:0008374	c102423-g2
GO:0008610	c102423-g2
GO:0008654	c102423-g2
GO:0009056	c102423-g2
GO:0009058	c102423-g2
GO:0009605	c102423-g2
GO:0009893	c102423-g2
GO:0009894	c102423-g2
GO:0009896	c102423-g2
GO:0009987	c102423-g2
GO:0010876	c102423-g2
GO:0010883	c102423-g2
GO:0010884	c102423-g2
GO:0010888	c102423-g2
GO:0010889	c102423-g2
GO:0010891	c102423-g2
GO:0010896	c102423-g2
GO:0010898	c102423-g2
GO:0012505	c102423-g2
GO:0016020	c102423-g2
GO:0016042	c102423-g2
GO:0016043	c102423-g2
GO:0016298	c102423-g2
GO:0016411	c102423-g2
GO:0016740	c102423-g2
GO:0016746	c102423-g2
GO:0016747	c102423-g2
GO:0016787	c102423-g2
GO:0016788	c102423-g2
GO:0017076	c102423-g2
GO:0019216	c102423-g2
GO:0019222	c102423-g2
GO:0019432	c102423-g2
GO:0019433	c102423-g2
GO:0019538	c102423-g2
GO:0019637	c102423-g2
GO:0019752	c102423-g2
GO:0019915	c102423-g2
GO:0030554	c102423-g2
GO:0031667	c102423-g2
GO:0031974	c102423-g2
GO:0031981	c102423-g2
GO:0031984	c102423-g2
GO:0032501	c102423-g2
GO:0032553	c102423-g2
GO:0032555	c102423-g2
GO:0032559	c102423-g2
GO:0032787	c102423-g2
GO:0032879	c102423-g2
GO:0033036	c102423-g2
GO:0033218	c102423-g2
GO:0034389	c102423-g2
GO:0035727	c102423-g2
GO:0036042	c102423-g2
GO:0036094	c102423-g2
GO:0036153	c102423-g2
GO:0036155	c102423-g2
GO:0036211	c102423-g2
GO:0042171	c102423-g2
GO:0042175	c102423-g2
GO:0042592	c102423-g2
GO:0043167	c102423-g2
GO:0043168	c102423-g2
GO:0043170	c102423-g2
GO:0043226	c102423-g2
GO:0043227	c102423-g2
GO:0043228	c102423-g2
GO:0043229	c102423-g2
GO:0043231	c102423-g2
GO:0043232	c102423-g2
GO:0043233	c102423-g2
GO:0043412	c102423-g2
GO:0043436	c102423-g2
GO:0043687	c102423-g2
GO:0044238	c102423-g2
GO:0044281	c102423-g2
GO:0045017	c102423-g2
GO:0045834	c102423-g2
GO:0046460	c102423-g2
GO:0046461	c102423-g2
GO:0046463	c102423-g2
GO:0046464	c102423-g2
GO:0046473	c102423-g2
GO:0046474	c102423-g2
GO:0046486	c102423-g2
GO:0046503	c102423-g2
GO:0048518	c102423-g2
GO:0048519	c102423-g2
GO:0048522	c102423-g2
GO:0048878	c102423-g2
GO:0050789	c102423-g2
GO:0050794	c102423-g2
GO:0050896	c102423-g2
GO:0050994	c102423-g2
GO:0050996	c102423-g2
GO:0051179	c102423-g2
GO:0051235	c102423-g2
GO:0051264	c102423-g2
GO:0051265	c102423-g2
GO:0052689	c102423-g2
GO:0055088	c102423-g2
GO:0055090	c102423-g2
GO:0065007	c102423-g2
GO:0065008	c102423-g2
GO:0070013	c102423-g2
GO:0070328	c102423-g2
GO:0071617	c102423-g2
GO:0071840	c102423-g2
GO:0071944	c102423-g2
GO:0080090	c102423-g2
GO:0090207	c102423-g2
GO:0090208	c102423-g2
GO:0090407	c102423-g2
GO:0097367	c102423-g2
GO:0098827	c102423-g2
GO:1901265	c102423-g2
GO:1901363	c102423-g2
GO:1901567	c102423-g2
GO:1901681	c102423-g2
GO:1905952	c102423-g2
GO:1905953	c102423-g2
GO:1905954	c102423-g2
GO:0000096	c102425-g1
GO:0000097	c102425-g1
GO:0000098	c102425-g1
GO:0001101	c102425-g1
GO:0001501	c102425-g1
GO:0001503	c102425-g1
GO:0001666	c102425-g1
GO:0001932	c102425-g1
GO:0001958	c102425-g1
GO:0001974	c102425-g1
GO:0003008	c102425-g1
GO:0003013	c102425-g1
GO:0003018	c102425-g1
GO:0003674	c102425-g1
GO:0003824	c102425-g1
GO:0004122	c102425-g1
GO:0004124	c102425-g1
GO:0005488	c102425-g1
GO:0005515	c102425-g1
GO:0005575	c102425-g1
GO:0005622	c102425-g1
GO:0005634	c102425-g1
GO:0005737	c102425-g1
GO:0005829	c102425-g1
GO:0006082	c102425-g1
GO:0006139	c102425-g1
GO:0006259	c102425-g1
GO:0006520	c102425-g1
GO:0006534	c102425-g1
GO:0006535	c102425-g1
GO:0006563	c102425-g1
GO:0006565	c102425-g1
GO:0006790	c102425-g1
GO:0006801	c102425-g1
GO:0006950	c102425-g1
GO:0007154	c102425-g1
GO:0007275	c102425-g1
GO:0007399	c102425-g1
GO:0007417	c102425-g1
GO:0007420	c102425-g1
GO:0007565	c102425-g1
GO:0007584	c102425-g1
GO:0008015	c102425-g1
GO:0008150	c102425-g1
GO:0008152	c102425-g1
GO:0008340	c102425-g1
GO:0008652	c102425-g1
GO:0009056	c102425-g1
GO:0009058	c102425-g1
GO:0009063	c102425-g1
GO:0009070	c102425-g1
GO:0009092	c102425-g1
GO:0009093	c102425-g1
GO:0009403	c102425-g1
GO:0009404	c102425-g1
GO:0009605	c102425-g1
GO:0009628	c102425-g1
GO:0009653	c102425-g1
GO:0009887	c102425-g1
GO:0009888	c102425-g1
GO:0009966	c102425-g1
GO:0009987	c102425-g1
GO:0010646	c102425-g1
GO:0016053	c102425-g1
GO:0016054	c102425-g1
GO:0016491	c102425-g1
GO:0016661	c102425-g1
GO:0016662	c102425-g1
GO:0016740	c102425-g1
GO:0016765	c102425-g1
GO:0016829	c102425-g1
GO:0016835	c102425-g1
GO:0016836	c102425-g1
GO:0019222	c102425-g1
GO:0019344	c102425-g1
GO:0019346	c102425-g1
GO:0019448	c102425-g1
GO:0019748	c102425-g1
GO:0019752	c102425-g1
GO:0019825	c102425-g1
GO:0019842	c102425-g1
GO:0019899	c102425-g1
GO:0020037	c102425-g1
GO:0021549	c102425-g1
GO:0021575	c102425-g1
GO:0021587	c102425-g1
GO:0022037	c102425-g1
GO:0022414	c102425-g1
GO:0023051	c102425-g1
GO:0030170	c102425-g1
GO:0030902	c102425-g1
GO:0031399	c102425-g1
GO:0031625	c102425-g1
GO:0031667	c102425-g1
GO:0032501	c102425-g1
GO:0032502	c102425-g1
GO:0032872	c102425-g1
GO:0033273	c102425-g1
GO:0033554	c102425-g1
GO:0034976	c102425-g1
GO:0035150	c102425-g1
GO:0036075	c102425-g1
GO:0036094	c102425-g1
GO:0036293	c102425-g1
GO:0036294	c102425-g1
GO:0042221	c102425-g1
GO:0042262	c102425-g1
GO:0042325	c102425-g1
GO:0042802	c102425-g1
GO:0042803	c102425-g1
GO:0042981	c102425-g1
GO:0043066	c102425-g1
GO:0043067	c102425-g1
GO:0043069	c102425-g1
GO:0043167	c102425-g1
GO:0043168	c102425-g1
GO:0043169	c102425-g1
GO:0043170	c102425-g1
GO:0043226	c102425-g1
GO:0043227	c102425-g1
GO:0043229	c102425-g1
GO:0043231	c102425-g1
GO:0043405	c102425-g1
GO:0043408	c102425-g1
GO:0043418	c102425-g1
GO:0043436	c102425-g1
GO:0043506	c102425-g1
GO:0043549	c102425-g1
GO:0044238	c102425-g1
GO:0044272	c102425-g1
GO:0044273	c102425-g1
GO:0044281	c102425-g1
GO:0044282	c102425-g1
GO:0044283	c102425-g1
GO:0044389	c102425-g1
GO:0044550	c102425-g1
GO:0044703	c102425-g1
GO:0044706	c102425-g1
GO:0045859	c102425-g1
GO:0046328	c102425-g1
GO:0046394	c102425-g1
GO:0046395	c102425-g1
GO:0046439	c102425-g1
GO:0046906	c102425-g1
GO:0046983	c102425-g1
GO:0048513	c102425-g1
GO:0048519	c102425-g1
GO:0048523	c102425-g1
GO:0048583	c102425-g1
GO:0048609	c102425-g1
GO:0048705	c102425-g1
GO:0048731	c102425-g1
GO:0048771	c102425-g1
GO:0048856	c102425-g1
GO:0050421	c102425-g1
GO:0050667	c102425-g1
GO:0050789	c102425-g1
GO:0050790	c102425-g1
GO:0050794	c102425-g1
GO:0050896	c102425-g1
GO:0051174	c102425-g1
GO:0051216	c102425-g1
GO:0051246	c102425-g1
GO:0051338	c102425-g1
GO:0051593	c102425-g1
GO:0051716	c102425-g1
GO:0060135	c102425-g1
GO:0060255	c102425-g1
GO:0060322	c102425-g1
GO:0060348	c102425-g1
GO:0060349	c102425-g1
GO:0060350	c102425-g1
GO:0060351	c102425-g1
GO:0061448	c102425-g1
GO:0065007	c102425-g1
GO:0065008	c102425-g1
GO:0065009	c102425-g1
GO:0070025	c102425-g1
GO:0070026	c102425-g1
GO:0070279	c102425-g1
GO:0070302	c102425-g1
GO:0070482	c102425-g1
GO:0070813	c102425-g1
GO:0070814	c102425-g1
GO:0070887	c102425-g1
GO:0071453	c102425-g1
GO:0071456	c102425-g1
GO:0071496	c102425-g1
GO:0071900	c102425-g1
GO:0072341	c102425-g1
GO:0072593	c102425-g1
GO:0080090	c102425-g1
GO:0080134	c102425-g1
GO:0080135	c102425-g1
GO:0090066	c102425-g1
GO:0090304	c102425-g1
GO:0098605	c102425-g1
GO:0098809	c102425-g1
GO:1901363	c102425-g1
GO:1901605	c102425-g1
GO:1901606	c102425-g1
GO:1901607	c102425-g1
GO:1901681	c102425-g1
GO:1901698	c102425-g1
GO:1901700	c102425-g1
GO:1902531	c102425-g1
GO:1904047	c102425-g1
GO:0000375	c102427-g1
GO:0000377	c102427-g1
GO:0000398	c102427-g1
GO:0000578	c102427-g1
GO:0001654	c102427-g1
GO:0001817	c102427-g1
GO:0001818	c102427-g1
GO:0001932	c102427-g1
GO:0001933	c102427-g1
GO:0001959	c102427-g1
GO:0001960	c102427-g1
GO:0002237	c102427-g1
GO:0002682	c102427-g1
GO:0002683	c102427-g1
GO:0002831	c102427-g1
GO:0002832	c102427-g1
GO:0003002	c102427-g1
GO:0003006	c102427-g1
GO:0003407	c102427-g1
GO:0003674	c102427-g1
GO:0003676	c102427-g1
GO:0003723	c102427-g1
GO:0005488	c102427-g1
GO:0005515	c102427-g1
GO:0005575	c102427-g1
GO:0005622	c102427-g1
GO:0005634	c102427-g1
GO:0005654	c102427-g1
GO:0005681	c102427-g1
GO:0005737	c102427-g1
GO:0005829	c102427-g1
GO:0006139	c102427-g1
GO:0006355	c102427-g1
GO:0006396	c102427-g1
GO:0006397	c102427-g1
GO:0007275	c102427-g1
GO:0007350	c102427-g1
GO:0007351	c102427-g1
GO:0007389	c102427-g1
GO:0007423	c102427-g1
GO:0007548	c102427-g1
GO:0008150	c102427-g1
GO:0008152	c102427-g1
GO:0008380	c102427-g1
GO:0008406	c102427-g1
GO:0008595	c102427-g1
GO:0009605	c102427-g1
GO:0009607	c102427-g1
GO:0009617	c102427-g1
GO:0009790	c102427-g1
GO:0009798	c102427-g1
GO:0009880	c102427-g1
GO:0009889	c102427-g1
GO:0009892	c102427-g1
GO:0009948	c102427-g1
GO:0009950	c102427-g1
GO:0009952	c102427-g1
GO:0009953	c102427-g1
GO:0009966	c102427-g1
GO:0009968	c102427-g1
GO:0009987	c102427-g1
GO:0010467	c102427-g1
GO:0010468	c102427-g1
GO:0010556	c102427-g1
GO:0010563	c102427-g1
GO:0010605	c102427-g1
GO:0010646	c102427-g1
GO:0010648	c102427-g1
GO:0016070	c102427-g1
GO:0016071	c102427-g1
GO:0016604	c102427-g1
GO:0016607	c102427-g1
GO:0019219	c102427-g1
GO:0019222	c102427-g1
GO:0022414	c102427-g1
GO:0023051	c102427-g1
GO:0023057	c102427-g1
GO:0030111	c102427-g1
GO:0030334	c102427-g1
GO:0030335	c102427-g1
GO:0031347	c102427-g1
GO:0031348	c102427-g1
GO:0031399	c102427-g1
GO:0031400	c102427-g1
GO:0031664	c102427-g1
GO:0031665	c102427-g1
GO:0031974	c102427-g1
GO:0031981	c102427-g1
GO:0032088	c102427-g1
GO:0032101	c102427-g1
GO:0032102	c102427-g1
GO:0032479	c102427-g1
GO:0032480	c102427-g1
GO:0032496	c102427-g1
GO:0032501	c102427-g1
GO:0032502	c102427-g1
GO:0032648	c102427-g1
GO:0032677	c102427-g1
GO:0032680	c102427-g1
GO:0032688	c102427-g1
GO:0032717	c102427-g1
GO:0032720	c102427-g1
GO:0032879	c102427-g1
GO:0032991	c102427-g1
GO:0033993	c102427-g1
GO:0034097	c102427-g1
GO:0034121	c102427-g1
GO:0034122	c102427-g1
GO:0034612	c102427-g1
GO:0035282	c102427-g1
GO:0040012	c102427-g1
GO:0040017	c102427-g1
GO:0040019	c102427-g1
GO:0042221	c102427-g1
GO:0042325	c102427-g1
GO:0042326	c102427-g1
GO:0043010	c102427-g1
GO:0043170	c102427-g1
GO:0043207	c102427-g1
GO:0043226	c102427-g1
GO:0043227	c102427-g1
GO:0043229	c102427-g1
GO:0043231	c102427-g1
GO:0043233	c102427-g1
GO:0043433	c102427-g1
GO:0044092	c102427-g1
GO:0044238	c102427-g1
GO:0045088	c102427-g1
GO:0045137	c102427-g1
GO:0045824	c102427-g1
GO:0045936	c102427-g1
GO:0045995	c102427-g1
GO:0048513	c102427-g1
GO:0048518	c102427-g1
GO:0048519	c102427-g1
GO:0048522	c102427-g1
GO:0048523	c102427-g1
GO:0048583	c102427-g1
GO:0048585	c102427-g1
GO:0048608	c102427-g1
GO:0048731	c102427-g1
GO:0048856	c102427-g1
GO:0050776	c102427-g1
GO:0050777	c102427-g1
GO:0050789	c102427-g1
GO:0050793	c102427-g1
GO:0050794	c102427-g1
GO:0050896	c102427-g1
GO:0051090	c102427-g1
GO:0051094	c102427-g1
GO:0051174	c102427-g1
GO:0051239	c102427-g1
GO:0051240	c102427-g1
GO:0051241	c102427-g1
GO:0051246	c102427-g1
GO:0051248	c102427-g1
GO:0051252	c102427-g1
GO:0051707	c102427-g1
GO:0051716	c102427-g1
GO:0060041	c102427-g1
GO:0060255	c102427-g1
GO:0060338	c102427-g1
GO:0060339	c102427-g1
GO:0060759	c102427-g1
GO:0060761	c102427-g1
GO:0061458	c102427-g1
GO:0065007	c102427-g1
GO:0065009	c102427-g1
GO:0070013	c102427-g1
GO:0070555	c102427-g1
GO:0070887	c102427-g1
GO:0071013	c102427-g1
GO:0071216	c102427-g1
GO:0071219	c102427-g1
GO:0071222	c102427-g1
GO:0071345	c102427-g1
GO:0071347	c102427-g1
GO:0071356	c102427-g1
GO:0071396	c102427-g1
GO:0080090	c102427-g1
GO:0080134	c102427-g1
GO:0090304	c102427-g1
GO:1901363	c102427-g1
GO:1901700	c102427-g1
GO:1901701	c102427-g1
GO:1902494	c102427-g1
GO:1903555	c102427-g1
GO:1903556	c102427-g1
GO:1990904	c102427-g1
GO:2000026	c102427-g1
GO:2000145	c102427-g1
GO:2000147	c102427-g1
GO:2001141	c102427-g1
GO:0000375	c102427-g2
GO:0000377	c102427-g2
GO:0000398	c102427-g2
GO:0000578	c102427-g2
GO:0001654	c102427-g2
GO:0001817	c102427-g2
GO:0001818	c102427-g2
GO:0001932	c102427-g2
GO:0001933	c102427-g2
GO:0001959	c102427-g2
GO:0001960	c102427-g2
GO:0002237	c102427-g2
GO:0002682	c102427-g2
GO:0002683	c102427-g2
GO:0002831	c102427-g2
GO:0002832	c102427-g2
GO:0003002	c102427-g2
GO:0003006	c102427-g2
GO:0003407	c102427-g2
GO:0003674	c102427-g2
GO:0003676	c102427-g2
GO:0003723	c102427-g2
GO:0005488	c102427-g2
GO:0005515	c102427-g2
GO:0005575	c102427-g2
GO:0005622	c102427-g2
GO:0005634	c102427-g2
GO:0005654	c102427-g2
GO:0005681	c102427-g2
GO:0005737	c102427-g2
GO:0005829	c102427-g2
GO:0006139	c102427-g2
GO:0006355	c102427-g2
