#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
XLOC-015596	6087.XP_002163929.2	7.83e-206	575.0	KOG0082@1|root,KOG0082@2759|Eukaryota,38E4Q@33154|Opisthokonta,3B9RI@33208|Metazoa	33208|Metazoa	DT	D5 dopamine receptor binding	cta	GO:0000902,GO:0000904,GO:0001664,GO:0001667,GO:0001703,GO:0002009,GO:0002064,GO:0002225,GO:0002682,GO:0002684,GO:0002697,GO:0002699,GO:0002700,GO:0002702,GO:0002759,GO:0002760,GO:0002784,GO:0002831,GO:0002833,GO:0002920,GO:0002922,GO:0003365,GO:0003371,GO:0003379,GO:0003380,GO:0003381,GO:0003382,GO:0003383,GO:0003384,GO:0003674,GO:0003824,GO:0003924,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005834,GO:0005886,GO:0005903,GO:0006355,GO:0006357,GO:0006928,GO:0006950,GO:0006952,GO:0006996,GO:0007010,GO:0007154,GO:0007163,GO:0007165,GO:0007186,GO:0007187,GO:0007188,GO:0007264,GO:0007265,GO:0007266,GO:0007275,GO:0007369,GO:0007398,GO:0007498,GO:0008150,GO:0008360,GO:0009605,GO:0009607,GO:0009620,GO:0009653,GO:0009790,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0009898,GO:0009987,GO:0010004,GO:0010468,GO:0010470,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016020,GO:0016043,GO:0016462,GO:0016476,GO:0016477,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0019219,GO:0019222,GO:0019897,GO:0019898,GO:0022603,GO:0022604,GO:0023052,GO:0030010,GO:0030029,GO:0030048,GO:0030154,GO:0030855,GO:0030952,GO:0031234,GO:0031253,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031526,GO:0031683,GO:0031752,GO:0032101,GO:0032103,GO:0032501,GO:0032502,GO:0032956,GO:0032970,GO:0032989,GO:0032991,GO:0033043,GO:0035556,GO:0040011,GO:0042074,GO:0042995,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043519,GO:0043900,GO:0043902,GO:0044424,GO:0044425,GO:0044459,GO:0044463,GO:0044464,GO:0044877,GO:0045893,GO:0045935,GO:0045944,GO:0045995,GO:0048383,GO:0048468,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0048598,GO:0048729,GO:0048856,GO:0048869,GO:0048870,GO:0050776,GO:0050778,GO:0050780,GO:0050789,GO:0050793,GO:0050794,GO:0050832,GO:0050896,GO:0051128,GO:0051171,GO:0051173,GO:0051179,GO:0051239,GO:0051252,GO:0051254,GO:0051493,GO:0051674,GO:0051704,GO:0051707,GO:0051716,GO:0060026,GO:0060027,GO:0060255,GO:0060429,GO:0065007,GO:0065008,GO:0070252,GO:0071840,GO:0071944,GO:0080090,GO:0098542,GO:0098552,GO:0098562,GO:0098590,GO:0098796,GO:0098797,GO:0098862,GO:0120025,GO:0120038,GO:1901244,GO:1902494,GO:1902680,GO:1903506,GO:1903508,GO:1905360,GO:2000026,GO:2000112,GO:2001141	-	ko:K04346	ko04010,ko04022,ko04071,ko04072,ko04270,ko04730,ko04810,ko05200,map04010,map04022,map04071,map04072,map04270,map04730,map04810,map05200	-	-	-	ko00000,ko00001,ko04031,ko04147	-	-	-	G-alpha
TRINITY-DN6069-c0-g2-i3	9402.XP_006925229.1	2.07e-71	245.0	COG0369@1|root,KOG1158@2759|Eukaryota,38GQ3@33154|Opisthokonta,3BE0N@33208|Metazoa,3CUVN@33213|Bilateria,47YV0@7711|Chordata,497YF@7742|Vertebrata,3J7X4@40674|Mammalia,4M3CI@9397|Chiroptera	33208|Metazoa	C	Nitric oxide synthase	NOS2	GO:0000166,GO:0001505,GO:0001666,GO:0001816,GO:0001817,GO:0001910,GO:0001912,GO:0001932,GO:0001935,GO:0001974,GO:0002027,GO:0002227,GO:0002237,GO:0002251,GO:0002376,GO:0002385,GO:0002790,GO:0002791,GO:0003008,GO:0003013,GO:0003018,GO:0003674,GO:0003779,GO:0003824,GO:0003958,GO:0004497,GO:0004517,GO:0005102,GO:0005488,GO:0005515,GO:0005516,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005777,GO:0005782,GO:0005829,GO:0005856,GO:0005938,GO:0006082,GO:0006140,GO:0006275,GO:0006464,GO:0006520,GO:0006525,GO:0006527,GO:0006605,GO:0006625,GO:0006801,GO:0006807,GO:0006809,GO:0006810,GO:0006811,GO:0006820,GO:0006869,GO:0006886,GO:0006950,GO:0006952,GO:0006954,GO:0006955,GO:0006996,GO:0007031,GO:0007154,GO:0007165,GO:0007166,GO:0007186,GO:0007187,GO:0007199,GO:0007263,GO:0007275,GO:0007399,GO:0007416,GO:0007444,GO:0007568,GO:0007584,GO:0007623,GO:0008013,GO:0008015,GO:0008016,GO:0008092,GO:0008104,GO:0008144,GO:0008150,GO:0008152,GO:0008156,GO:0008217,GO:0008283,GO:0008285,GO:0008603,GO:0009056,GO:0009058,GO:0009063,GO:0009064,GO:0009065,GO:0009306,GO:0009410,GO:0009605,GO:0009607,GO:0009611,GO:0009612,GO:0009617,GO:0009628,GO:0009719,GO:0009725,GO:0009888,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009894,GO:0009895,GO:0009987,GO:0009991,GO:0010033,GO:0010035,GO:0010038,GO:0010181,GO:0010226,GO:0010468,GO:0010556,GO:0010558,GO:0010562,GO:0010605,GO:0010629,GO:0010646,GO:0010817,GO:0010876,GO:0010941,GO:0010942,GO:0012506,GO:0014070,GO:0014823,GO:0015031,GO:0015711,GO:0015718,GO:0015732,GO:0015833,GO:0015849,GO:0015908,GO:0016020,GO:0016043,GO:0016054,GO:0016137,GO:0016491,GO:0016597,GO:0016651,GO:0016653,GO:0016705,GO:0016709,GO:0017014,GO:0017144,GO:0018119,GO:0018193,GO:0018198,GO:0019207,GO:0019219,GO:0019220,GO:0019221,GO:0019222,GO:0019538,GO:0019725,GO:0019752,GO:0019887,GO:0019899,GO:0019900,GO:0019901,GO:0019932,GO:0019934,GO:0019935,GO:0020037,GO:0022607,GO:0023051,GO:0023052,GO:0030234,GO:0030522,GO:0030808,GO:0030810,GO:0030863,GO:0031072,GO:0031090,GO:0031279,GO:0031281,GO:0031282,GO:0031284,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031341,GO:0031343,GO:0031347,GO:0031399,GO:0031406,GO:0031667,GO:0031668,GO:0031669,GO:0031670,GO:0031907,GO:0031960,GO:0031974,GO:0031982,GO:0032101,GO:0032268,GO:0032309,GO:0032310,GO:0032355,GO:0032496,GO:0032501,GO:0032502,GO:0032553,GO:0032635,GO:0032637,GO:0032879,GO:0032880,GO:0032940,GO:0033036,GO:0033273,GO:0033280,GO:0033365,GO:0033993,GO:0034097,GO:0034341,GO:0034612,GO:0034613,GO:0034617,GO:0034618,GO:0034641,GO:0035150,GO:0035295,GO:0035296,GO:0035556,GO:0035690,GO:0035902,GO:0036094,GO:0036211,GO:0036293,GO:0040008,GO:0042060,GO:0042127,GO:0042133,GO:0042136,GO:0042176,GO:0042177,GO:0042221,GO:0042325,GO:0042493,GO:0042579,GO:0042592,GO:0042742,GO:0042802,GO:0042803,GO:0042886,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0043085,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043177,GO:0043207,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043436,GO:0043457,GO:0043467,GO:0043549,GO:0043574,GO:0043900,GO:0043902,GO:0044057,GO:0044085,GO:0044093,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044282,GO:0044421,GO:0044422,GO:0044424,GO:0044438,GO:0044439,GO:0044444,GO:0044446,GO:0044448,GO:0044464,GO:0045087,GO:0045184,GO:0045296,GO:0045454,GO:0045776,GO:0045859,GO:0045934,GO:0045935,GO:0045937,GO:0045981,GO:0046209,GO:0046395,GO:0046620,GO:0046717,GO:0046883,GO:0046903,GO:0046906,GO:0046907,GO:0046942,GO:0046983,GO:0048037,GO:0048384,GO:0048471,GO:0048511,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048545,GO:0048583,GO:0048638,GO:0048731,GO:0048771,GO:0048856,GO:0050660,GO:0050661,GO:0050662,GO:0050663,GO:0050673,GO:0050708,GO:0050727,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050796,GO:0050808,GO:0050829,GO:0050839,GO:0050880,GO:0050896,GO:0050998,GO:0051046,GO:0051049,GO:0051052,GO:0051053,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051179,GO:0051223,GO:0051234,GO:0051239,GO:0051246,GO:0051248,GO:0051338,GO:0051339,GO:0051349,GO:0051384,GO:0051641,GO:0051649,GO:0051704,GO:0051707,GO:0051709,GO:0051712,GO:0051716,GO:0051775,GO:0051879,GO:0055114,GO:0060255,GO:0060429,GO:0062012,GO:0062013,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070201,GO:0070482,GO:0070555,GO:0070727,GO:0070887,GO:0071216,GO:0071219,GO:0071222,GO:0071241,GO:0071248,GO:0071285,GO:0071295,GO:0071305,GO:0071310,GO:0071345,GO:0071346,GO:0071347,GO:0071356,GO:0071396,GO:0071407,GO:0071461,GO:0071496,GO:0071548,GO:0071702,GO:0071704,GO:0071705,GO:0071715,GO:0071840,GO:0071944,GO:0072593,GO:0072594,GO:0072604,GO:0072606,GO:0072662,GO:0072663,GO:0080090,GO:0080134,GO:0090066,GO:0090087,GO:0090276,GO:0097159,GO:0097327,GO:0097367,GO:0097746,GO:0097755,GO:0098542,GO:0098772,GO:0099568,GO:1900015,GO:1900371,GO:1900373,GO:1900542,GO:1900544,GO:1901135,GO:1901265,GO:1901363,GO:1901564,GO:1901565,GO:1901571,GO:1901575,GO:1901605,GO:1901606,GO:1901654,GO:1901657,GO:1901700,GO:1901701,GO:1903409,GO:1903522,GO:1903530,GO:2000112,GO:2000113,GO:2001057	1.14.13.39	ko:K13240,ko:K13241,ko:K13242	ko00220,ko00330,ko01100,ko01110,ko04020,ko04022,ko04066,ko04071,ko04145,ko04146,ko04151,ko04370,ko04371,ko04611,ko04713,ko04730,ko04915,ko04921,ko04926,ko04931,ko04933,ko04970,ko05010,ko05014,ko05132,ko05133,ko05140,ko05142,ko05145,ko05146,ko05152,ko05200,ko05222,ko05418,map00220,map00330,map01100,map01110,map04020,map04022,map04066,map04071,map04145,map04146,map04151,map04370,map04371,map04611,map04713,map04730,map04915,map04921,map04926,map04931,map04933,map04970,map05010,map05014,map05132,map05133,map05140,map05142,map05145,map05146,map05152,map05200,map05222,map05418	-	R00111,R00557,R00558	RC00177,RC00330,RC01044,RC02757	ko00000,ko00001,ko01000	-	-	-	FAD_binding_1,Flavodoxin_1,NAD_binding_1,NO_synthase
XLOC-010976	45351.EDO39440	7.06e-293	855.0	COG0369@1|root,KOG1158@2759|Eukaryota,38GQ3@33154|Opisthokonta,3BE0N@33208|Metazoa	33208|Metazoa	C	nitric-oxide synthase activity	-	-	1.14.13.39	ko:K13240	ko00220,ko00330,ko01100,ko01110,ko04020,ko04145,ko04371,ko04713,ko04730,ko04926,ko04970,ko05010,ko05014,map00220,map00330,map01100,map01110,map04020,map04145,map04371,map04713,map04730,map04926,map04970,map05010,map05014	-	R00111,R00557,R00558	RC00177,RC00330,RC01044,RC02757	ko00000,ko00001,ko01000	-	-	-	FAD_binding_1,Flavodoxin_1,NAD_binding_1,NO_synthase
XLOC-006729	316274.Haur_3251	2.06e-16	86.3	COG4842@1|root,COG4842@2|Bacteria	2|Bacteria	S	protein secretion by the type VII secretion system	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_C2,WXG100
XLOC-006558	316274.Haur_3251	2.06e-16	86.3	COG4842@1|root,COG4842@2|Bacteria	2|Bacteria	S	protein secretion by the type VII secretion system	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_C2,WXG100
XLOC-0296891	45351.EDO42249	6.47e-22	107.0	KOG3528@1|root,KOG3528@2759|Eukaryota,38CM7@33154|Opisthokonta,3BKMJ@33208|Metazoa	33208|Metazoa	KLT	ADP-ribosylation factor binding	GRASP	GO:0000226,GO:0000278,GO:0000280,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005641,GO:0005737,GO:0005886,GO:0006810,GO:0006886,GO:0006996,GO:0007010,GO:0007017,GO:0007049,GO:0007051,GO:0007052,GO:0007154,GO:0007165,GO:0008104,GO:0008150,GO:0009987,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0016043,GO:0019899,GO:0019904,GO:0022402,GO:0022607,GO:0023052,GO:0030165,GO:0030306,GO:0031267,GO:0031967,GO:0031970,GO:0031974,GO:0031975,GO:0033036,GO:0034613,GO:0042802,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044085,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0045184,GO:0046907,GO:0048285,GO:0050789,GO:0050794,GO:0050896,GO:0051020,GO:0051179,GO:0051225,GO:0051234,GO:0051641,GO:0051649,GO:0051716,GO:0065007,GO:0070013,GO:0070727,GO:0070925,GO:0071702,GO:0071705,GO:0071840,GO:0071944,GO:0090307,GO:0140014,GO:1902850,GO:1903047	-	-	-	-	-	-	-	-	-	-	PDZ
XLOC-029690	45351.EDO42249	6.47e-22	107.0	KOG3528@1|root,KOG3528@2759|Eukaryota,38CM7@33154|Opisthokonta,3BKMJ@33208|Metazoa	33208|Metazoa	KLT	ADP-ribosylation factor binding	GRASP	GO:0000226,GO:0000278,GO:0000280,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005641,GO:0005737,GO:0005886,GO:0006810,GO:0006886,GO:0006996,GO:0007010,GO:0007017,GO:0007049,GO:0007051,GO:0007052,GO:0007154,GO:0007165,GO:0008104,GO:0008150,GO:0009987,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0016043,GO:0019899,GO:0019904,GO:0022402,GO:0022607,GO:0023052,GO:0030165,GO:0030306,GO:0031267,GO:0031967,GO:0031970,GO:0031974,GO:0031975,GO:0033036,GO:0034613,GO:0042802,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044085,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0045184,GO:0046907,GO:0048285,GO:0050789,GO:0050794,GO:0050896,GO:0051020,GO:0051179,GO:0051225,GO:0051234,GO:0051641,GO:0051649,GO:0051716,GO:0065007,GO:0070013,GO:0070727,GO:0070925,GO:0071702,GO:0071705,GO:0071840,GO:0071944,GO:0090307,GO:0140014,GO:1902850,GO:1903047	-	-	-	-	-	-	-	-	-	-	PDZ
TRINITY-DN6075-c0-g2-i1	45351.EDO44435	2.28e-28	117.0	KOG1721@1|root,KOG1721@2759|Eukaryota,38FYE@33154|Opisthokonta,3BJB2@33208|Metazoa	33208|Metazoa	S	regulation of transcription from RNA polymerase II promoter involved in kidney development	GLIS2	GO:0000122,GO:0000976,GO:0000977,GO:0000981,GO:0000982,GO:0001012,GO:0001067,GO:0001077,GO:0001228,GO:0001655,GO:0001822,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005667,GO:0005737,GO:0005929,GO:0006139,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006725,GO:0006807,GO:0006950,GO:0007154,GO:0007275,GO:0007584,GO:0008150,GO:0008152,GO:0008589,GO:0009058,GO:0009059,GO:0009605,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009966,GO:0009968,GO:0009987,GO:0009991,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0010646,GO:0010648,GO:0016070,GO:0016604,GO:0016607,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0023051,GO:0023057,GO:0030154,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031667,GO:0031668,GO:0031669,GO:0031670,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032774,GO:0032879,GO:0032880,GO:0032991,GO:0034641,GO:0034645,GO:0034654,GO:0042221,GO:0042594,GO:0042995,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043433,GO:0043565,GO:0044092,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0045879,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045944,GO:0046483,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048585,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051090,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0051716,GO:0060255,GO:0060341,GO:0060994,GO:0061005,GO:0065007,GO:0065009,GO:0070013,GO:0070887,GO:0071496,GO:0071704,GO:0072001,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0097730,GO:0120025,GO:0140110,GO:1900180,GO:1900182,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1903827,GO:1903829,GO:1990837,GO:2000112,GO:2000113,GO:2001141	-	ko:K09233	-	-	-	-	ko00000,ko03000	-	-	-	zf-C2H2
XLOC-019316	7668.SPU_018744-tr	1.83e-21	107.0	KOG1721@1|root,KOG1721@2759|Eukaryota,38HCW@33154|Opisthokonta,3BAZE@33208|Metazoa,3CYN9@33213|Bilateria	33208|Metazoa	S	zinc finger	GLIS1	GO:0000122,GO:0000768,GO:0000976,GO:0000977,GO:0000981,GO:0001012,GO:0001067,GO:0001227,GO:0001228,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0003705,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006139,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006725,GO:0006807,GO:0006949,GO:0007275,GO:0007517,GO:0007519,GO:0007520,GO:0007525,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009653,GO:0009888,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0010817,GO:0014706,GO:0014902,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0030154,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0032501,GO:0032502,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0042692,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045944,GO:0046483,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048646,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0051146,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0060255,GO:0060537,GO:0060538,GO:0061061,GO:0065007,GO:0065008,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1990837,GO:2000112,GO:2000113,GO:2001141	-	ko:K09232	-	-	-	-	ko00000,ko03000	-	-	-	zf-C2H2
TRINITY-DN6075-c0-g2-i6	7668.SPU_018744-tr	1.83e-21	107.0	KOG1721@1|root,KOG1721@2759|Eukaryota,38HCW@33154|Opisthokonta,3BAZE@33208|Metazoa,3CYN9@33213|Bilateria	33208|Metazoa	S	zinc finger	GLIS1	GO:0000122,GO:0000768,GO:0000976,GO:0000977,GO:0000981,GO:0001012,GO:0001067,GO:0001227,GO:0001228,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0003705,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006139,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006725,GO:0006807,GO:0006949,GO:0007275,GO:0007517,GO:0007519,GO:0007520,GO:0007525,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009653,GO:0009888,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0010817,GO:0014706,GO:0014902,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0030154,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0032501,GO:0032502,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0042692,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045944,GO:0046483,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048646,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0051146,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0060255,GO:0060537,GO:0060538,GO:0061061,GO:0065007,GO:0065008,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1990837,GO:2000112,GO:2000113,GO:2001141	-	ko:K09232	-	-	-	-	ko00000,ko03000	-	-	-	zf-C2H2
TRINITY-DN6078-c0-g1-i10	6087.XP_002169935.1	6.06e-86	263.0	28JGS@1|root,2QRVW@2759|Eukaryota,38GK5@33154|Opisthokonta,3BGEQ@33208|Metazoa	33208|Metazoa	S	zinc ion binding	ZCCHC24	-	-	-	-	-	-	-	-	-	-	-	zf-3CxxC_2,zf-CCHC_2
TRINITY-DN6078-c0-g1-i12	6087.XP_002169935.1	2.24e-86	263.0	28JGS@1|root,2QRVW@2759|Eukaryota,38GK5@33154|Opisthokonta,3BGEQ@33208|Metazoa	33208|Metazoa	S	zinc ion binding	ZCCHC24	-	-	-	-	-	-	-	-	-	-	-	zf-3CxxC_2,zf-CCHC_2
TRINITY-DN6078-c0-g1-i13	6087.XP_002169935.1	7.54e-86	263.0	28JGS@1|root,2QRVW@2759|Eukaryota,38GK5@33154|Opisthokonta,3BGEQ@33208|Metazoa	33208|Metazoa	S	zinc ion binding	ZCCHC24	-	-	-	-	-	-	-	-	-	-	-	zf-3CxxC_2,zf-CCHC_2
XLOC-003501	6087.XP_002169935.1	6.06e-86	263.0	28JGS@1|root,2QRVW@2759|Eukaryota,38GK5@33154|Opisthokonta,3BGEQ@33208|Metazoa	33208|Metazoa	S	zinc ion binding	ZCCHC24	-	-	-	-	-	-	-	-	-	-	-	zf-3CxxC_2,zf-CCHC_2
TRINITY-DN6078-c0-g1-i3	6087.XP_002169935.1	2.24e-86	263.0	28JGS@1|root,2QRVW@2759|Eukaryota,38GK5@33154|Opisthokonta,3BGEQ@33208|Metazoa	33208|Metazoa	S	zinc ion binding	ZCCHC24	-	-	-	-	-	-	-	-	-	-	-	zf-3CxxC_2,zf-CCHC_2
TRINITY-DN6078-c0-g1-i7	6087.XP_002169935.1	2.24e-86	263.0	28JGS@1|root,2QRVW@2759|Eukaryota,38GK5@33154|Opisthokonta,3BGEQ@33208|Metazoa	33208|Metazoa	S	zinc ion binding	ZCCHC24	-	-	-	-	-	-	-	-	-	-	-	zf-3CxxC_2,zf-CCHC_2
XLOC-0020280	6087.XP_002164717.2	6.47e-99	303.0	2CYB5@1|root,2S3B6@2759|Eukaryota,3A49S@33154|Opisthokonta,3BZIG@33208|Metazoa	33208|Metazoa	S	Protein of unknown function (DUF2961)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2961
XLOC-006644	10228.TriadP62483	3.63e-39	145.0	KOG4314@1|root,KOG4314@2759|Eukaryota,39TCY@33154|Opisthokonta	33154|Opisthokonta	G	transmembrane transporter activity	-	-	-	ko:K15288	-	-	-	-	ko00000,ko02000	2.A.7.24.2,2.A.7.24.3,2.A.7.24.8	-	-	EamA,TPT
TRINITY-DN607-c0-g1-i7	10228.TriadP62483	3.63e-39	145.0	KOG4314@1|root,KOG4314@2759|Eukaryota,39TCY@33154|Opisthokonta	33154|Opisthokonta	G	transmembrane transporter activity	-	-	-	ko:K15288	-	-	-	-	ko00000,ko02000	2.A.7.24.2,2.A.7.24.3,2.A.7.24.8	-	-	EamA,TPT
