#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
NV2.15927	45351.EDO39446	0.0	926.0	KOG4294@1|root,KOG4294@2759|Eukaryota,39VU9@33154|Opisthokonta,3B9A5@33208|Metazoa	33208|Metazoa	P	Belongs to the amiloride-sensitive sodium channel (TC 1.A.6) family	ASIC5	GO:0003674,GO:0005215,GO:0005216,GO:0005261,GO:0005272,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006814,GO:0008150,GO:0008324,GO:0015075,GO:0015077,GO:0015078,GO:0015081,GO:0015252,GO:0015267,GO:0015276,GO:0015280,GO:0015318,GO:0015672,GO:0016020,GO:0022803,GO:0022834,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0022890,GO:0030001,GO:0034220,GO:0035725,GO:0044464,GO:0044736,GO:0046873,GO:0051179,GO:0051234,GO:0055085,GO:0071944,GO:0098655,GO:0098660,GO:0098662,GO:0099094,GO:1902600	-	ko:K04830,ko:K04832	ko04750,map04750	-	-	-	ko00000,ko00001,ko04040	1.A.6.1.2,1.A.6.1.3	-	-	ASC
NV2.15928	45351.EDO39415	2.54e-119	352.0	2D554@1|root,2SXDM@2759|Eukaryota	2759|Eukaryota	P	Amiloride-sensitive sodium channel	-	-	-	-	-	-	-	-	-	-	-	-	ASC
NV2.15933	7739.XP_002591905.1	5.05e-100	337.0	KOG4475@1|root,KOG4475@2759|Eukaryota,39MB0@33154|Opisthokonta,3CP93@33208|Metazoa,3D71W@33213|Bilateria	33208|Metazoa	P	Thrombospondin type 1 repeats	-	-	-	-	-	-	-	-	-	-	-	-	IgGFc_binding,TSP_1,VWA
NV2.15935	7739.XP_002596671.1	6.32e-249	707.0	COG1960@1|root,KOG0137@2759|Eukaryota,38HSX@33154|Opisthokonta,3BG8S@33208|Metazoa,3D29E@33213|Bilateria,4816U@7711|Chordata	33208|Metazoa	I	Acyl-CoA dehydrogenase, C-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_M
NV2.15936	45351.EDO37342	0.0	933.0	KOG0128@1|root,KOG0128@2759|Eukaryota,38GYF@33154|Opisthokonta,3BEUM@33208|Metazoa	33208|Metazoa	A	positive regulation of histone deubiquitination	Rnp4F	GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0007275,GO:0007399,GO:0007417,GO:0008150,GO:0017069,GO:0030621,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0048731,GO:0048856,GO:0070013,GO:0097159,GO:1901363	-	-	-	-	-	-	-	-	-	-	LSM_int_assoc,Lsm_interact,RRM_1
NV2.15937	45351.EDO28481	4.85e-86	267.0	KOG4475@1|root,KOG4475@2759|Eukaryota	2759|Eukaryota	U	coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway	-	-	-	-	-	-	-	-	-	-	-	-	TSP_1
NV2.15938	45351.EDO37343	2.58e-228	629.0	28KZX@1|root,2QTGR@2759|Eukaryota,3AS5A@33154|Opisthokonta,3C3C8@33208|Metazoa	33208|Metazoa	S	Lecithin retinol acyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	LRAT
NV2.15939	45351.EDO37366	4.21e-73	219.0	KOG4495@1|root,KOG4495@2759|Eukaryota,3A1MC@33154|Opisthokonta,3BQKS@33208|Metazoa	33208|Metazoa	K	protein modification by small protein conjugation	TCEB2	GO:0000151,GO:0000153,GO:0001666,GO:0002009,GO:0002164,GO:0002165,GO:0003002,GO:0003674,GO:0003712,GO:0003713,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005667,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006354,GO:0006355,GO:0006357,GO:0006366,GO:0006368,GO:0006464,GO:0006725,GO:0006807,GO:0006950,GO:0007275,GO:0007389,GO:0007444,GO:0007472,GO:0007474,GO:0007476,GO:0007525,GO:0007526,GO:0007552,GO:0007560,GO:0008023,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009628,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016043,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019538,GO:0019899,GO:0019904,GO:0022607,GO:0030891,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031461,GO:0031462,GO:0031466,GO:0031625,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032774,GO:0032991,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0035107,GO:0035114,GO:0035120,GO:0035220,GO:0035239,GO:0035295,GO:0036211,GO:0036293,GO:0036294,GO:0042221,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043618,GO:0043620,GO:0043687,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044389,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0044877,GO:0045893,GO:0045935,GO:0045944,GO:0046483,GO:0048513,GO:0048518,GO:0048522,GO:0048563,GO:0048569,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051716,GO:0060255,GO:0060429,GO:0060562,GO:0061061,GO:0061418,GO:0065003,GO:0065007,GO:0070013,GO:0070449,GO:0070482,GO:0070887,GO:0071453,GO:0071456,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901564,GO:1901576,GO:1902494,GO:1902680,GO:1903506,GO:1903508,GO:1990234,GO:2000112,GO:2001141	-	ko:K03873	ko04066,ko04120,ko05200,ko05211,map04066,map04120,map05200,map05211	M00383,M00388	-	-	ko00000,ko00001,ko00002,ko03400,ko04121	-	-	-	ubiquitin
NV2.15940	45351.EDO37344	2.06e-136	385.0	COG5574@1|root,KOG0823@2759|Eukaryota,38DK1@33154|Opisthokonta,3BD90@33208|Metazoa	33208|Metazoa	O	ER-associated misfolded protein catabolic process	RNF185	GO:0003674,GO:0003824,GO:0004842,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005783,GO:0005789,GO:0006464,GO:0006508,GO:0006511,GO:0006515,GO:0006517,GO:0006807,GO:0006810,GO:0006928,GO:0006950,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009100,GO:0009987,GO:0010033,GO:0010243,GO:0010498,GO:0012505,GO:0016020,GO:0016477,GO:0016567,GO:0016740,GO:0018996,GO:0019538,GO:0019787,GO:0019899,GO:0019941,GO:0030054,GO:0030154,GO:0030163,GO:0030433,GO:0031984,GO:0032446,GO:0032501,GO:0032502,GO:0032991,GO:0033554,GO:0034976,GO:0035966,GO:0035967,GO:0036211,GO:0036503,GO:0036507,GO:0036508,GO:0036513,GO:0040011,GO:0040039,GO:0042175,GO:0042221,GO:0042303,GO:0042692,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043292,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044390,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044449,GO:0044464,GO:0048468,GO:0048856,GO:0048869,GO:0048870,GO:0050896,GO:0051146,GO:0051179,GO:0051234,GO:0051603,GO:0051674,GO:0051716,GO:0051788,GO:0051865,GO:0055001,GO:0055002,GO:0055085,GO:0055120,GO:0061061,GO:0061630,GO:0061659,GO:0070647,GO:0070887,GO:0071218,GO:0071310,GO:0071704,GO:0071712,GO:0098796,GO:0098827,GO:0099080,GO:0099081,GO:0099512,GO:0140096,GO:1901135,GO:1901564,GO:1901565,GO:1901575,GO:1901698,GO:1904380	2.3.2.27	ko:K10666	ko04141,map04141	-	-	-	ko00000,ko00001,ko01000,ko04121	-	-	-	zf-C3HC4,zf-C3HC4_3
NV2.15941	45351.EDO37367	3.51e-126	363.0	28JWT@1|root,2QSAX@2759|Eukaryota,38F86@33154|Opisthokonta,3BBKS@33208|Metazoa	33208|Metazoa	S	Golgi 4-transmembrane spanning transporter	LAPTM4A	GO:0000323,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005765,GO:0005768,GO:0005770,GO:0005773,GO:0005774,GO:0005794,GO:0010008,GO:0012505,GO:0016020,GO:0031090,GO:0031410,GO:0031902,GO:0031982,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044433,GO:0044437,GO:0044440,GO:0044444,GO:0044446,GO:0044464,GO:0097708,GO:0098588,GO:0098805,GO:0098852	-	ko:K12387	ko04142,map04142	-	-	-	ko00000,ko00001	-	-	-	Mtp
NV2.15942	45351.EDO37345	4.98e-124	358.0	KOG1638@1|root,KOG1638@2759|Eukaryota,3AD6Y@33154|Opisthokonta,3C1K6@33208|Metazoa	33208|Metazoa	I	3-oxo-5-alpha-steroid 4-dehydrogenase	-	-	-	-	-	-	-	-	-	-	-	-	Steroid_dh
NV2.15943	45351.EDO37346	1.71e-203	563.0	2EX5E@1|root,2SYVW@2759|Eukaryota	2759|Eukaryota	S	Phosphotyrosine interaction domain (PTB/PID)	-	-	-	-	-	-	-	-	-	-	-	-	PID
NV2.15945	45351.EDO37347	0.0	909.0	KOG0344@1|root,KOG0344@2759|Eukaryota,38DA6@33154|Opisthokonta,3BAWW@33208|Metazoa	33208|Metazoa	A	ATP-dependent RNA helicase	DDX52	GO:0003674,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005730,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008026,GO:0008150,GO:0008152,GO:0008186,GO:0009987,GO:0010467,GO:0010501,GO:0016070,GO:0016072,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022613,GO:0031974,GO:0031981,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0042623,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0070013,GO:0070035,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:1901360	3.6.4.13	ko:K14779	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	DEAD,Helicase_C
NV2.15947	45351.EDO37369	3.13e-154	437.0	KOG1721@1|root,KOG1721@2759|Eukaryota,38DQB@33154|Opisthokonta,3BH74@33208|Metazoa	33208|Metazoa	S	nucleic acid binding	NKRF	GO:0000976,GO:0000977,GO:0000978,GO:0000981,GO:0000982,GO:0000987,GO:0001012,GO:0001067,GO:0001077,GO:0001228,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0006139,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031974,GO:0031981,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045944,GO:0046483,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0060255,GO:0065007,GO:0070013,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1990837,GO:2000112,GO:2000113,GO:2001141	-	-	-	-	-	-	-	-	-	-	G-patch,R3H,XTBD,dsrm
NV2.15948	45351.EDO37349	1.9e-104	308.0	2E0AP@1|root,2S7RQ@2759|Eukaryota,3A924@33154|Opisthokonta,3BTXR@33208|Metazoa	33208|Metazoa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NV2.15950	45351.EDO37370	2.18e-90	270.0	KOG3589@1|root,KOG3589@2759|Eukaryota,38BR1@33154|Opisthokonta	33154|Opisthokonta	T	GTPase activator activity	RGS20	GO:0001965,GO:0003008,GO:0003674,GO:0005092,GO:0005096,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005794,GO:0005802,GO:0005886,GO:0007154,GO:0007165,GO:0007186,GO:0007600,GO:0007606,GO:0007610,GO:0007635,GO:0008047,GO:0008150,GO:0008277,GO:0009966,GO:0009987,GO:0010646,GO:0012505,GO:0016020,GO:0023051,GO:0023052,GO:0030234,GO:0030695,GO:0031410,GO:0031982,GO:0031984,GO:0032501,GO:0042221,GO:0043085,GO:0043087,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043547,GO:0044093,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0048583,GO:0050789,GO:0050790,GO:0050794,GO:0050877,GO:0050896,GO:0050909,GO:0050913,GO:0051336,GO:0051345,GO:0051716,GO:0060589,GO:0065007,GO:0065009,GO:0071944,GO:0097708,GO:0098772,GO:0098791	-	ko:K16449	-	-	-	-	ko00000	-	-	-	RGS
NV2.15952	45351.EDO37350	1.57e-171	491.0	KOG1947@1|root,KOG1947@2759|Eukaryota	2759|Eukaryota	B	F-box LRR-repeat protein	-	-	-	ko:K10270,ko:K10272	-	-	-	-	ko00000,ko03029,ko04121	-	-	-	F-box-like,LRR_6
NV2.15953	45351.EDO37371	0.0	885.0	KOG1872@1|root,KOG1872@2759|Eukaryota,38F2F@33154|Opisthokonta,3BDEN@33208|Metazoa	33208|Metazoa	O	negative regulation of ER-associated ubiquitin-dependent protein catabolic process	USP14	GO:0000966,GO:0003674,GO:0003824,GO:0004175,GO:0004197,GO:0004843,GO:0004857,GO:0004866,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006464,GO:0006508,GO:0006725,GO:0006807,GO:0007154,GO:0007267,GO:0007268,GO:0008033,GO:0008150,GO:0008152,GO:0008192,GO:0008193,GO:0008233,GO:0008234,GO:0009892,GO:0009894,GO:0009895,GO:0009986,GO:0009987,GO:0010466,GO:0010467,GO:0010605,GO:0010951,GO:0016070,GO:0016567,GO:0016579,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0019222,GO:0019538,GO:0019783,GO:0023052,GO:0030162,GO:0030234,GO:0030414,GO:0031323,GO:0031324,GO:0031329,GO:0031330,GO:0031410,GO:0031982,GO:0032101,GO:0032268,GO:0032269,GO:0032434,GO:0032435,GO:0032446,GO:0034470,GO:0034471,GO:0034641,GO:0034660,GO:0036211,GO:0036459,GO:0040012,GO:0042176,GO:0042177,GO:0043086,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044092,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0045202,GO:0045861,GO:0046483,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050789,GO:0050790,GO:0050794,GO:0050920,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0051336,GO:0051346,GO:0052547,GO:0052548,GO:0060255,GO:0061134,GO:0061135,GO:0061136,GO:0065007,GO:0065009,GO:0070011,GO:0070568,GO:0070628,GO:0070646,GO:0070647,GO:0071704,GO:0080090,GO:0080134,GO:0080135,GO:0090304,GO:0097708,GO:0098772,GO:0098916,GO:0099116,GO:0099536,GO:0099537,GO:0101005,GO:0140096,GO:1901360,GO:1901564,GO:1901799,GO:1903050,GO:1903051,GO:1903069,GO:1903070,GO:1903362,GO:1903363,GO:1903573,GO:1904292,GO:1904293,GO:1905897,GO:2000058,GO:2000059	3.4.19.12	ko:K11843	-	-	-	-	ko00000,ko01000,ko01002,ko04121	-	-	-	UCH
NV2.15955	45351.EDO37372	1.12e-253	706.0	COG3104@1|root,KOG1237@2759|Eukaryota,38GCY@33154|Opisthokonta,3BF6V@33208|Metazoa	33208|Metazoa	E	histidine transport	SLC15A4	GO:0000323,GO:0001775,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003333,GO:0003674,GO:0005215,GO:0005290,GO:0005342,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005765,GO:0005773,GO:0005774,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006865,GO:0006887,GO:0006955,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0009987,GO:0012505,GO:0012506,GO:0015075,GO:0015077,GO:0015078,GO:0015171,GO:0015174,GO:0015179,GO:0015238,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015333,GO:0015672,GO:0015711,GO:0015802,GO:0015807,GO:0015817,GO:0015849,GO:0015893,GO:0016020,GO:0016192,GO:0022804,GO:0022857,GO:0022890,GO:0030141,GO:0030659,GO:0030667,GO:0031090,GO:0031410,GO:0031982,GO:0032940,GO:0034220,GO:0035579,GO:0036230,GO:0042119,GO:0042221,GO:0042493,GO:0042581,GO:0042886,GO:0042887,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043299,GO:0043312,GO:0044422,GO:0044424,GO:0044433,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0045055,GO:0045117,GO:0045321,GO:0046903,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0089709,GO:0097708,GO:0098588,GO:0098655,GO:0098656,GO:0098660,GO:0098662,GO:0098805,GO:0098852,GO:0099503,GO:1901474,GO:1902475,GO:1902600,GO:1903825,GO:1904680,GO:1905039,GO:1990822	-	ko:K14638	-	-	-	-	ko00000,ko02000	2.A.17.3	-	-	PTR2
NV2.15956	45351.EDO37351	8.61e-287	785.0	KOG3656@1|root,KOG3656@2759|Eukaryota,393BQ@33154|Opisthokonta	33154|Opisthokonta	T	galanin-activated signaling pathway	GALR1	-	-	ko:K04230	ko04080,map04080	-	-	-	ko00000,ko00001,ko04030	-	-	-	7tm_1
NV2.15958	45351.EDO37374	0.0	1327.0	COG0365@1|root,KOG1175@2759|Eukaryota,38DH9@33154|Opisthokonta,3B9TK@33208|Metazoa	33208|Metazoa	I	acetoacetyl-CoA synthetase	AACS	GO:0001101,GO:0001678,GO:0001889,GO:0002791,GO:0002793,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006091,GO:0006950,GO:0007275,GO:0007584,GO:0008150,GO:0008152,GO:0009058,GO:0009605,GO:0009636,GO:0009719,GO:0009725,GO:0009743,GO:0009746,GO:0009749,GO:0009888,GO:0009987,GO:0009991,GO:0010033,GO:0010243,GO:0010646,GO:0010647,GO:0010817,GO:0014070,GO:0014074,GO:0016405,GO:0016874,GO:0016877,GO:0016878,GO:0017144,GO:0019725,GO:0023051,GO:0023056,GO:0030154,GO:0030729,GO:0031667,GO:0032024,GO:0032501,GO:0032502,GO:0032870,GO:0032879,GO:0032880,GO:0033500,GO:0033574,GO:0033993,GO:0034201,GO:0034284,GO:0036314,GO:0036315,GO:0042221,GO:0042493,GO:0042592,GO:0042593,GO:0042594,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0045444,GO:0045471,GO:0046677,GO:0046883,GO:0046887,GO:0046950,GO:0046951,GO:0047760,GO:0048513,GO:0048518,GO:0048522,GO:0048731,GO:0048732,GO:0048856,GO:0048869,GO:0048878,GO:0050708,GO:0050714,GO:0050789,GO:0050794,GO:0050796,GO:0050872,GO:0050896,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051222,GO:0051223,GO:0051716,GO:0055082,GO:0060612,GO:0061008,GO:0061448,GO:0065007,GO:0065008,GO:0070201,GO:0070542,GO:0070723,GO:0070887,GO:0071310,GO:0071322,GO:0071326,GO:0071331,GO:0071333,GO:0071394,GO:0071396,GO:0071397,GO:0071407,GO:0071495,GO:0071704,GO:0090087,GO:0090276,GO:0090277,GO:0097305,GO:0097306,GO:1901568,GO:1901570,GO:1901576,GO:1901654,GO:1901655,GO:1901698,GO:1901700,GO:1901701,GO:1902224,GO:1903530,GO:1903532,GO:1904951	6.2.1.16	ko:K01907	ko00280,ko00650,map00280,map00650	-	R01357	RC00004,RC00014	ko00000,ko00001,ko01000,ko01004	-	-	-	ACAS_N,AMP-binding
NV2.15959	45351.EDO37352	4.65e-228	633.0	COG0388@1|root,KOG0808@2759|Eukaryota,39RP7@33154|Opisthokonta,3BBQB@33208|Metazoa	33208|Metazoa	E	beta-ureidopropionase activity	UPB1	GO:0001505,GO:0001889,GO:0003674,GO:0003824,GO:0003837,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006206,GO:0006207,GO:0006208,GO:0006210,GO:0006212,GO:0006213,GO:0006520,GO:0006725,GO:0006807,GO:0007275,GO:0008150,GO:0008152,GO:0008270,GO:0008652,GO:0009056,GO:0009058,GO:0009112,GO:0009116,GO:0009164,GO:0009987,GO:0016053,GO:0016787,GO:0016810,GO:0016811,GO:0017144,GO:0018130,GO:0019439,GO:0019482,GO:0019483,GO:0019752,GO:0019856,GO:0019859,GO:0019860,GO:0032501,GO:0032502,GO:0033396,GO:0034641,GO:0034655,GO:0034656,GO:0042133,GO:0042136,GO:0042737,GO:0043167,GO:0043169,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043292,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044282,GO:0044283,GO:0044422,GO:0044424,GO:0044444,GO:0044449,GO:0044464,GO:0046112,GO:0046113,GO:0046135,GO:0046394,GO:0046483,GO:0046700,GO:0046872,GO:0046914,GO:0048513,GO:0048731,GO:0048732,GO:0048856,GO:0055086,GO:0055120,GO:0061008,GO:0065007,GO:0065008,GO:0071704,GO:0072527,GO:0072528,GO:0072529,GO:0099080,GO:0099081,GO:0099512,GO:1901135,GO:1901136,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901657,GO:1901658	3.5.1.6	ko:K01431	ko00240,ko00410,ko00770,ko00983,ko01100,map00240,map00410,map00770,map00983,map01100	M00046	R00905,R04666,R08228	RC00096	ko00000,ko00001,ko00002,ko01000	-	-	-	CN_hydrolase
NV2.15960	45351.EDO37353	4.22e-16	73.6	2CMVG@1|root,2S3Z4@2759|Eukaryota,3A5UH@33154|Opisthokonta,3BSV7@33208|Metazoa	33208|Metazoa	S	ribosomal large subunit assembly	SAMD15	GO:0000027,GO:0005575,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016072,GO:0022607,GO:0022613,GO:0022618,GO:0030684,GO:0030687,GO:0032991,GO:0034470,GO:0034622,GO:0034641,GO:0034660,GO:0042254,GO:0042255,GO:0042273,GO:0043170,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0046483,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:1901360,GO:1990904	-	-	-	-	-	-	-	-	-	-	SAM_1,SAM_2
NV2.15961	45351.EDO37353	2.01e-60	188.0	2CMVG@1|root,2S3Z4@2759|Eukaryota,3A5UH@33154|Opisthokonta,3BSV7@33208|Metazoa	33208|Metazoa	S	ribosomal large subunit assembly	SAMD15	GO:0000027,GO:0005575,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016072,GO:0022607,GO:0022613,GO:0022618,GO:0030684,GO:0030687,GO:0032991,GO:0034470,GO:0034622,GO:0034641,GO:0034660,GO:0042254,GO:0042255,GO:0042273,GO:0043170,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0046483,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:1901360,GO:1990904	-	-	-	-	-	-	-	-	-	-	SAM_1,SAM_2
