Orthogroup_ID	species	phylum	display_order	protein_id	esm_id
OG0000112	Neve	Cnidaria	8	NV2.5523	Neve__NV2.5523
OG0000112	Neve	Cnidaria	8	NV2.5614	Neve__NV2.5614
OG0000112	Neve	Cnidaria	8	NV2.5786	Neve__NV2.5786
OG0000112	Neve	Cnidaria	8	NV2.6163	Neve__NV2.6163
OG0000112	Neve	Cnidaria	8	NV2.7847	Neve__NV2.7847
OG0000112	Neve	Cnidaria	8	NV2.7850	Neve__NV2.7850
OG0000112	Neve	Cnidaria	8	NV2.7856	Neve__NV2.7856
OG0000112	Neve	Cnidaria	8	NV2.7857	Neve__NV2.7857
OG0000112	Neve	Cnidaria	8	NV2.7859	Neve__NV2.7859
OG0000112	Spla	Porifera	1	c93715-g1	Spla__c93715-g1
OG0000112	TrH1	Placozoa	5	Tadh-TriadG51003	TrH1__Tadh-TriadG51003
OG0000112	TrH2	Placozoa	4	TrH2-TrispH2-010712	TrH2__TrH2-TrispH2-010712
OG0000133	Auco	Cnidaria	6	XLOC-002878#LMX1B-XENLA#Q8UVR3	Auco__XLOC-002878#LMX1B-XENLA#Q8UVR3
OG0000133	Auco	Cnidaria	6	XLOC-002924#AWH-DROME#Q8IRC7	Auco__XLOC-002924#AWH-DROME#Q8IRC7
OG0000133	Auco	Cnidaria	6	XLOC-020817#LMO3-BOVIN#Q2KIA3	Auco__XLOC-020817#LMO3-BOVIN#Q2KIA3
OG0000133	Auco	Cnidaria	6	XLOC-024868#LHX1-CHICK#P53411	Auco__XLOC-024868#LHX1-CHICK#P53411
OG0000133	Auco	Cnidaria	6	XLOC-025279#ISL1-CHICK#P50211	Auco__XLOC-025279#ISL1-CHICK#P50211
OG0000133	Auco	Cnidaria	6	gene-evm.model.ptg000022l.548-1#AWH-DROME#Q8IRC7	Auco__gene-evm.model.ptg000022l.548-1#AWH-DROME#Q8IRC7
OG0000133	ClH23	Placozoa	2	HoiH23-PlH23-004895	ClH23__HoiH23-PlH23-004895
OG0000133	ClH23	Placozoa	2	HoiH23-PlH23-006561	ClH23__HoiH23-PlH23-006561
OG0000133	ClH23	Placozoa	2	HoiH23-PlH23-006562	ClH23__HoiH23-PlH23-006562
OG0000133	ClH23	Placozoa	2	HoiH23-PlH23-006563	ClH23__HoiH23-PlH23-006563
OG0000133	ClH23	Placozoa	2	HoiH23-PlH23-006564	ClH23__HoiH23-PlH23-006564
OG0000133	ClH23	Placozoa	2	HoiH23-PlH23-008308	ClH23__HoiH23-PlH23-008308
OG0000133	ClH23	Placozoa	2	HoiH23-PlH23-008331	ClH23__HoiH23-PlH23-008331
OG0000133	Clhe	Cnidaria	7	TRINITY-DN8016-c0-g1-i6	Clhe__TRINITY-DN8016-c0-g1-i6
OG0000133	Clhe	Cnidaria	7	XLOC-002692	Clhe__XLOC-002692
OG0000133	Clhe	Cnidaria	7	XLOC-004661	Clhe__XLOC-004661
OG0000133	Clhe	Cnidaria	7	XLOC-007074	Clhe__XLOC-007074
OG0000133	Clhe	Cnidaria	7	XLOC-012557	Clhe__XLOC-012557
OG0000133	Clhe	Cnidaria	7	XLOC-043220	Clhe__XLOC-043220
OG0000133	Clhe	Cnidaria	7	XLOC-044055	Clhe__XLOC-044055
OG0000133	Dare	Bilateria	9	NP-001002043.1	Dare__NP-001002043.1
OG0000133	Dare	Bilateria	9	NP-001003980.1	Dare__NP-001003980.1
OG0000133	Dare	Bilateria	9	NP-001004015.1	Dare__NP-001004015.1
OG0000133	Dare	Bilateria	9	NP-001017710.2	Dare__NP-001017710.2
OG0000133	Dare	Bilateria	9	NP-001018575.1	Dare__NP-001018575.1
OG0000133	Dare	Bilateria	9	NP-001020338.2	Dare__NP-001020338.2
OG0000133	Dare	Bilateria	9	NP-001020339.1	Dare__NP-001020339.1
OG0000133	Dare	Bilateria	9	NP-001020669.1	Dare__NP-001020669.1
OG0000133	Dare	Bilateria	9	NP-001032320.2	Dare__NP-001032320.2
OG0000133	Dare	Bilateria	9	NP-001035099.3	Dare__NP-001035099.3
OG0000133	Dare	Bilateria	9	NP-001116445.1	Dare__NP-001116445.1
OG0000133	Dare	Bilateria	9	NP-001153058.2	Dare__NP-001153058.2
OG0000133	Dare	Bilateria	9	NP-001315431.1	Dare__NP-001315431.1
OG0000133	Dare	Bilateria	9	NP-001315524.1	Dare__NP-001315524.1
OG0000133	Dare	Bilateria	9	NP-001349521.1	Dare__NP-001349521.1
OG0000133	Dare	Bilateria	9	NP-571037.1	Dare__NP-571037.1
OG0000133	Dare	Bilateria	9	NP-571039.1	Dare__NP-571039.1
OG0000133	Dare	Bilateria	9	NP-571045.1	Dare__NP-571045.1
OG0000133	Dare	Bilateria	9	NP-571186.1	Dare__NP-571186.1
OG0000133	Dare	Bilateria	9	NP-571282.1	Dare__NP-571282.1
OG0000133	Dare	Bilateria	9	NP-571283.1	Dare__NP-571283.1
OG0000133	Dare	Bilateria	9	NP-571291.1	Dare__NP-571291.1
OG0000133	Dare	Bilateria	9	NP-571293.1	Dare__NP-571293.1
OG0000133	Dare	Bilateria	9	NP-775326.1	Dare__NP-775326.1
OG0000133	Dare	Bilateria	9	NP-817093.1	Dare__NP-817093.1
OG0000133	Dare	Bilateria	9	NP-956566.1	Dare__NP-956566.1
OG0000133	Dare	Bilateria	9	NP-997854.2	Dare__NP-997854.2
OG0000133	Dare	Bilateria	9	XP-002663297.3	Dare__XP-002663297.3
OG0000133	Dare	Bilateria	9	XP-005163214.1	Dare__XP-005163214.1
OG0000133	Dare	Bilateria	9	XP-005164686.1	Dare__XP-005164686.1
OG0000133	Dare	Bilateria	9	XP-005164687.1	Dare__XP-005164687.1
OG0000133	Dare	Bilateria	9	XP-005164688.1	Dare__XP-005164688.1
OG0000133	Dare	Bilateria	9	XP-005164690.1	Dare__XP-005164690.1
OG0000133	Dare	Bilateria	9	XP-005165321.1	Dare__XP-005165321.1
OG0000133	Dare	Bilateria	9	XP-005167424.1	Dare__XP-005167424.1
OG0000133	Dare	Bilateria	9	XP-005167426.1	Dare__XP-005167426.1
OG0000133	Dare	Bilateria	9	XP-005171211.1	Dare__XP-005171211.1
OG0000133	Dare	Bilateria	9	XP-009298059.1	Dare__XP-009298059.1
OG0000133	Dare	Bilateria	9	XP-009299721.1	Dare__XP-009299721.1
OG0000133	Dare	Bilateria	9	XP-009302150.3	Dare__XP-009302150.3
OG0000133	Dare	Bilateria	9	XP-009303420.1	Dare__XP-009303420.1
OG0000133	Dare	Bilateria	9	XP-017208320.1	Dare__XP-017208320.1
OG0000133	Dare	Bilateria	9	XP-017208628.1	Dare__XP-017208628.1
OG0000133	Dare	Bilateria	9	XP-021324999.1	Dare__XP-021324999.1
OG0000133	Dare	Bilateria	9	XP-021326118.1	Dare__XP-021326118.1
OG0000133	Dare	Bilateria	9	XP-021330690.1	Dare__XP-021330690.1
OG0000133	Dare	Bilateria	9	XP-021333063.1	Dare__XP-021333063.1
OG0000133	Dare	Bilateria	9	XP-021333064.1	Dare__XP-021333064.1
OG0000133	Dare	Bilateria	9	XP-068069558.1	Dare__XP-068069558.1
OG0000133	Dare	Bilateria	9	XP-068077185.1	Dare__XP-068077185.1
OG0000133	Dare	Bilateria	9	XP-068077476.1	Dare__XP-068077476.1
OG0000133	Dare	Bilateria	9	XP-068079341.1	Dare__XP-068079341.1
OG0000133	HoH13	Placozoa	3	Hhon-g03907.t1	HoH13__Hhon-g03907.t1
OG0000133	HoH13	Placozoa	3	Hhon-g05322.t1	HoH13__Hhon-g05322.t1
OG0000133	HoH13	Placozoa	3	Hhon-g09380.t1	HoH13__Hhon-g09380.t1
OG0000133	Neve	Cnidaria	8	NV2.15429	Neve__NV2.15429
OG0000133	Neve	Cnidaria	8	NV2.18868	Neve__NV2.18868
OG0000133	Neve	Cnidaria	8	NV2.23552	Neve__NV2.23552
OG0000133	Neve	Cnidaria	8	NV2.24744	Neve__NV2.24744
OG0000133	Neve	Cnidaria	8	NV2.2490	Neve__NV2.2490
OG0000133	Neve	Cnidaria	8	NV2.25048	Neve__NV2.25048
OG0000133	Neve	Cnidaria	8	NV2.25478	Neve__NV2.25478
OG0000133	Neve	Cnidaria	8	NV2.3769	Neve__NV2.3769
OG0000133	Spla	Porifera	1	c100685-g1	Spla__c100685-g1
OG0000133	Spla	Porifera	1	c102354-g1	Spla__c102354-g1
OG0000133	Spla	Porifera	1	c95588-g1	Spla__c95588-g1
OG0000133	TrH1	Placozoa	5	Tadh-TriadG14836	TrH1__Tadh-TriadG14836
OG0000133	TrH1	Placozoa	5	Tadh-TriadG16471	TrH1__Tadh-TriadG16471
OG0000133	TrH1	Placozoa	5	Tadh-TriadG20649	TrH1__Tadh-TriadG20649
OG0000133	TrH1	Placozoa	5	Tadh-TriadG30033	TrH1__Tadh-TriadG30033
OG0000133	TrH1	Placozoa	5	Tadh-TriadG30944	TrH1__Tadh-TriadG30944
OG0000133	TrH1	Placozoa	5	Tadh-wf-g2063	TrH1__Tadh-wf-g2063
OG0000133	TrH2	Placozoa	4	TrH2-TrispH2-000433	TrH2__TrH2-TrispH2-000433
OG0000133	TrH2	Placozoa	4	TrH2-TrispH2-000434	TrH2__TrH2-TrispH2-000434
OG0000133	TrH2	Placozoa	4	TrH2-TrispH2-000435	TrH2__TrH2-TrispH2-000435
OG0000133	TrH2	Placozoa	4	TrH2-TrispH2-002625	TrH2__TrH2-TrispH2-002625
OG0000133	TrH2	Placozoa	4	TrH2-TrispH2-002999	TrH2__TrH2-TrispH2-002999
OG0000133	TrH2	Placozoa	4	TrH2-TrispH2-009335	TrH2__TrH2-TrispH2-009335
OG0000133	TrH2	Placozoa	4	TrH2-TrispH2-009336	TrH2__TrH2-TrispH2-009336
OG0000133	TrH2	Placozoa	4	TrH2-TrispH2-009337	TrH2__TrH2-TrispH2-009337
OG0000133	TrH2	Placozoa	4	TrH2-TrispH2-009338	TrH2__TrH2-TrispH2-009338
OG0000166	Auco	Cnidaria	6	XLOC-000171#TBA1A-CHICK#P02552	Auco__XLOC-000171#TBA1A-CHICK#P02552
OG0000166	Auco	Cnidaria	6	XLOC-009030#TBA-LYTPI#P02553	Auco__XLOC-009030#TBA-LYTPI#P02553
OG0000166	Auco	Cnidaria	6	XLOC-009501#TBA1A-CHICK#P02552	Auco__XLOC-009501#TBA1A-CHICK#P02552
OG0000166	Auco	Cnidaria	6	XLOC-013650#TBA1-PARLI#P18258	Auco__XLOC-013650#TBA1-PARLI#P18258
OG0000166	Auco	Cnidaria	6	gene-evm.model.ptg000003l.332#TBA1A-CHICK#P02552	Auco__gene-evm.model.ptg000003l.332#TBA1A-CHICK#P02552
OG0000166	Auco	Cnidaria	6	gene-evm.model.ptg000024l.725#TBA1-PARLI#P18258	Auco__gene-evm.model.ptg000024l.725#TBA1-PARLI#P18258
OG0000166	Auco	Cnidaria	6	gene-evm.model.ptg000024l.726#TBA1A-CHICK#P02552	Auco__gene-evm.model.ptg000024l.726#TBA1A-CHICK#P02552
OG0000166	ClH23	Placozoa	2	HoiH23-PlH23-002692	ClH23__HoiH23-PlH23-002692
OG0000166	ClH23	Placozoa	2	HoiH23-PlH23-008994	ClH23__HoiH23-PlH23-008994
OG0000166	Clhe	Cnidaria	7	TRINITY-DN1747-c0-g1-i3	Clhe__TRINITY-DN1747-c0-g1-i3
OG0000166	Clhe	Cnidaria	7	TRINITY-DN29955-c0-g1-i2	Clhe__TRINITY-DN29955-c0-g1-i2
OG0000166	Clhe	Cnidaria	7	TRINITY-DN29955-c0-g1-i3	Clhe__TRINITY-DN29955-c0-g1-i3
OG0000166	Clhe	Cnidaria	7	TRINITY-DN356-c0-g1-i1	Clhe__TRINITY-DN356-c0-g1-i1
OG0000166	Clhe	Cnidaria	7	TRINITY-DN73034-c0-g1-i1	Clhe__TRINITY-DN73034-c0-g1-i1
OG0000166	Clhe	Cnidaria	7	TRINITY-DN8089-c0-g2-i1	Clhe__TRINITY-DN8089-c0-g2-i1
OG0000166	Clhe	Cnidaria	7	XLOC-002561	Clhe__XLOC-002561
OG0000166	Clhe	Cnidaria	7	XLOC-002833	Clhe__XLOC-002833
OG0000166	Clhe	Cnidaria	7	XLOC-005491	Clhe__XLOC-005491
OG0000166	Clhe	Cnidaria	7	XLOC-005514	Clhe__XLOC-005514
OG0000166	Clhe	Cnidaria	7	XLOC-006659	Clhe__XLOC-006659
OG0000166	Clhe	Cnidaria	7	XLOC-007288	Clhe__XLOC-007288
OG0000166	Clhe	Cnidaria	7	XLOC-011074	Clhe__XLOC-011074
OG0000166	Clhe	Cnidaria	7	XLOC-034417	Clhe__XLOC-034417
OG0000166	Clhe	Cnidaria	7	XLOC-037011	Clhe__XLOC-037011
OG0000166	Clhe	Cnidaria	7	XLOC-045131	Clhe__XLOC-045131
OG0000166	Clhe	Cnidaria	7	XLOC-045225	Clhe__XLOC-045225
OG0000166	Dare	Bilateria	9	NP-001002230.1	Dare__NP-001002230.1
OG0000166	Dare	Bilateria	9	NP-001003558.1	Dare__NP-001003558.1
OG0000166	Dare	Bilateria	9	NP-001098596.2	Dare__NP-001098596.2
OG0000166	Dare	Bilateria	9	NP-001161759.1	Dare__NP-001161759.1
OG0000166	Dare	Bilateria	9	NP-001177911.1	Dare__NP-001177911.1
OG0000166	Dare	Bilateria	9	NP-001313524.1	Dare__NP-001313524.1
OG0000166	Dare	Bilateria	9	NP-919369.2	Dare__NP-919369.2
OG0000166	Dare	Bilateria	9	NP-956089.1	Dare__NP-956089.1
OG0000166	Dare	Bilateria	9	NP-956479.1	Dare__NP-956479.1
OG0000166	Dare	Bilateria	9	NP-956985.1	Dare__NP-956985.1
OG0000166	Dare	Bilateria	9	NP-997937.1	Dare__NP-997937.1
OG0000166	Dare	Bilateria	9	NP-998195.1	Dare__NP-998195.1
OG0000166	Dare	Bilateria	9	XP-005167502.1	Dare__XP-005167502.1
OG0000166	Dare	Bilateria	9	XP-068081026.1	Dare__XP-068081026.1
OG0000166	HoH13	Placozoa	3	Hhon-g04893.t1	HoH13__Hhon-g04893.t1
OG0000166	HoH13	Placozoa	3	Hhon-g11496.t1	HoH13__Hhon-g11496.t1
OG0000166	HoH13	Placozoa	3	Hhon-g11497.t1	HoH13__Hhon-g11497.t1
OG0000166	HoH13	Placozoa	3	Hhon-g11865.t1	HoH13__Hhon-g11865.t1
OG0000166	HoH13	Placozoa	3	Hhon-g11866.t1	HoH13__Hhon-g11866.t1
OG0000166	HoH13	Placozoa	3	Hhon-g11875.t1	HoH13__Hhon-g11875.t1
OG0000166	Neve	Cnidaria	8	NV2.11522	Neve__NV2.11522
OG0000166	Neve	Cnidaria	8	NV2.11523	Neve__NV2.11523
OG0000166	Neve	Cnidaria	8	NV2.11524	Neve__NV2.11524
OG0000166	Neve	Cnidaria	8	NV2.11584	Neve__NV2.11584
OG0000166	Neve	Cnidaria	8	NV2.1167	Neve__NV2.1167
OG0000166	Neve	Cnidaria	8	NV2.16062	Neve__NV2.16062
OG0000166	Neve	Cnidaria	8	NV2.2713	Neve__NV2.2713
OG0000166	Neve	Cnidaria	8	NV2.2714	Neve__NV2.2714
OG0000166	Neve	Cnidaria	8	NV2.2716	Neve__NV2.2716
OG0000166	Neve	Cnidaria	8	NV2.2717	Neve__NV2.2717
OG0000166	Neve	Cnidaria	8	NV2.2718	Neve__NV2.2718
OG0000166	Neve	Cnidaria	8	NV2.2719	Neve__NV2.2719
OG0000166	Neve	Cnidaria	8	NV2.3145	Neve__NV2.3145
OG0000166	Neve	Cnidaria	8	NV2.6171	Neve__NV2.6171
OG0000166	Neve	Cnidaria	8	NV2.7878	Neve__NV2.7878
OG0000166	Neve	Cnidaria	8	NV2.7880	Neve__NV2.7880
OG0000166	Neve	Cnidaria	8	NV2.7884	Neve__NV2.7884
OG0000166	Neve	Cnidaria	8	NV2.7886	Neve__NV2.7886
OG0000166	Spla	Porifera	1	c102235-g1	Spla__c102235-g1
OG0000166	Spla	Porifera	1	c102235-g2	Spla__c102235-g2
OG0000166	Spla	Porifera	1	c104269-g1	Spla__c104269-g1
OG0000166	Spla	Porifera	1	c104269-g2	Spla__c104269-g2
OG0000166	Spla	Porifera	1	c104269-g4	Spla__c104269-g4
OG0000166	Spla	Porifera	1	c64847-g1	Spla__c64847-g1
OG0000166	TrH1	Placozoa	5	Tadh-TriadG34826	TrH1__Tadh-TriadG34826
OG0000166	TrH1	Placozoa	5	Tadh-TriadG54906	TrH1__Tadh-TriadG54906
OG0000166	TrH1	Placozoa	5	Tadh-TriadG54910	TrH1__Tadh-TriadG54910
OG0000166	TrH1	Placozoa	5	Tadh-TriadG54911	TrH1__Tadh-TriadG54911
OG0000166	TrH1	Placozoa	5	Tadh-TriadG54912	TrH1__Tadh-TriadG54912
OG0000166	TrH1	Placozoa	5	Tadh-TriadG54914	TrH1__Tadh-TriadG54914
OG0000166	TrH1	Placozoa	5	Tadh-TriadG61873	TrH1__Tadh-TriadG61873
OG0000166	TrH1	Placozoa	5	Tadh-TriadG62809	TrH1__Tadh-TriadG62809
OG0000166	TrH1	Placozoa	5	Tadh-TriadG63797	TrH1__Tadh-TriadG63797
OG0000166	TrH2	Placozoa	4	TrH2-TrispH2-007506	TrH2__TrH2-TrispH2-007506
OG0000166	TrH2	Placozoa	4	TrH2-TrispH2-007511	TrH2__TrH2-TrispH2-007511
OG0000166	TrH2	Placozoa	4	TrH2-TrispH2-007512	TrH2__TrH2-TrispH2-007512
OG0000166	TrH2	Placozoa	4	TrH2-TrispH2-007513	TrH2__TrH2-TrispH2-007513
OG0000166	TrH2	Placozoa	4	TrH2-TrispH2-007514	TrH2__TrH2-TrispH2-007514
OG0000166	TrH2	Placozoa	4	TrH2-TrispH2-007515	TrH2__TrH2-TrispH2-007515
OG0000166	TrH2	Placozoa	4	TrH2-TrispH2-009358	TrH2__TrH2-TrispH2-009358
OG0000166	TrH2	Placozoa	4	TrH2-TrispH2-012012	TrH2__TrH2-TrispH2-012012
OG0000203	Auco	Cnidaria	6	XLOC-001112#CA2D4-HUMAN#Q7Z3S7	Auco__XLOC-001112#CA2D4-HUMAN#Q7Z3S7
OG0000203	Auco	Cnidaria	6	XLOC-001159#CA2D3-HUMAN#Q8IZS8	Auco__XLOC-001159#CA2D3-HUMAN#Q8IZS8
OG0000203	Auco	Cnidaria	6	XLOC-006652#CAHD1-MOUSE#Q6PDJ1	Auco__XLOC-006652#CAHD1-MOUSE#Q6PDJ1
OG0000203	Auco	Cnidaria	6	XLOC-009474#CA2D3-HUMAN#Q8IZS8	Auco__XLOC-009474#CA2D3-HUMAN#Q8IZS8
OG0000203	Auco	Cnidaria	6	gene-evm.model.ptg000003l.285-1#gene-evm.model.ptg000003l.285	Auco__gene-evm.model.ptg000003l.285-1#gene-evm.model.ptg000003l.285
OG0000203	Auco	Cnidaria	6	gene-evm.model.ptg000003l.365#CA2D3-HUMAN#Q8IZS8	Auco__gene-evm.model.ptg000003l.365#CA2D3-HUMAN#Q8IZS8
OG0000203	Auco	Cnidaria	6	gene-evm.model.ptg000012l.138#CAHD1-MOUSE#Q6PDJ1	Auco__gene-evm.model.ptg000012l.138#CAHD1-MOUSE#Q6PDJ1
OG0000203	ClH23	Placozoa	2	HoiH23-PlH23-002565	ClH23__HoiH23-PlH23-002565
OG0000203	ClH23	Placozoa	2	HoiH23-PlH23-005318	ClH23__HoiH23-PlH23-005318
OG0000203	ClH23	Placozoa	2	HoiH23-PlH23-006264	ClH23__HoiH23-PlH23-006264
OG0000203	ClH23	Placozoa	2	HoiH23-PlH23-010481	ClH23__HoiH23-PlH23-010481
OG0000203	Clhe	Cnidaria	7	TRINITY-DN13753-c0-g1-i1	Clhe__TRINITY-DN13753-c0-g1-i1
OG0000203	Clhe	Cnidaria	7	TRINITY-DN16844-c0-g1-i1	Clhe__TRINITY-DN16844-c0-g1-i1
OG0000203	Clhe	Cnidaria	7	TRINITY-DN20892-c0-g1-i3	Clhe__TRINITY-DN20892-c0-g1-i3
OG0000203	Clhe	Cnidaria	7	TRINITY-DN5003-c0-g1-i2	Clhe__TRINITY-DN5003-c0-g1-i2
OG0000203	Clhe	Cnidaria	7	TRINITY-DN8417-c0-g1-i2	Clhe__TRINITY-DN8417-c0-g1-i2
OG0000203	Clhe	Cnidaria	7	TRINITY-DN9106-c0-g1-i1	Clhe__TRINITY-DN9106-c0-g1-i1
OG0000203	Clhe	Cnidaria	7	TRINITY-DN9106-c0-g1-i13	Clhe__TRINITY-DN9106-c0-g1-i13
OG0000203	Clhe	Cnidaria	7	TRINITY-DN9106-c0-g1-i22	Clhe__TRINITY-DN9106-c0-g1-i22
OG0000203	Clhe	Cnidaria	7	XLOC-000065	Clhe__XLOC-000065
OG0000203	Clhe	Cnidaria	7	XLOC-000321	Clhe__XLOC-000321
OG0000203	Clhe	Cnidaria	7	XLOC-009603	Clhe__XLOC-009603
OG0000203	Clhe	Cnidaria	7	XLOC-029939	Clhe__XLOC-029939
OG0000203	Clhe	Cnidaria	7	XLOC-040914	Clhe__XLOC-040914
OG0000203	Dare	Bilateria	9	NP-001013521.3	Dare__NP-001013521.3
OG0000203	Dare	Bilateria	9	NP-001038425.2	Dare__NP-001038425.2
OG0000203	Dare	Bilateria	9	NP-001082889.1	Dare__NP-001082889.1
OG0000203	Dare	Bilateria	9	XP-001334829.3	Dare__XP-001334829.3
OG0000203	Dare	Bilateria	9	XP-005164803.1	Dare__XP-005164803.1
OG0000203	Dare	Bilateria	9	XP-009294385.1	Dare__XP-009294385.1
OG0000203	Dare	Bilateria	9	XP-009294386.1	Dare__XP-009294386.1
OG0000203	Dare	Bilateria	9	XP-009294387.1	Dare__XP-009294387.1
OG0000203	Dare	Bilateria	9	XP-009298561.1	Dare__XP-009298561.1
OG0000203	Dare	Bilateria	9	XP-009298563.1	Dare__XP-009298563.1
OG0000203	Dare	Bilateria	9	XP-009300991.1	Dare__XP-009300991.1
OG0000203	Dare	Bilateria	9	XP-009302617.1	Dare__XP-009302617.1
OG0000203	Dare	Bilateria	9	XP-021327466.1	Dare__XP-021327466.1
OG0000203	Dare	Bilateria	9	XP-021329527.1	Dare__XP-021329527.1
OG0000203	Dare	Bilateria	9	XP-021334187.1	Dare__XP-021334187.1
OG0000203	Dare	Bilateria	9	XP-021334188.1	Dare__XP-021334188.1
OG0000203	Dare	Bilateria	9	XP-068070978.1	Dare__XP-068070978.1
OG0000203	Dare	Bilateria	9	XP-068073624.1	Dare__XP-068073624.1
OG0000203	Dare	Bilateria	9	XP-068073625.1	Dare__XP-068073625.1
OG0000203	Dare	Bilateria	9	XP-068073626.1	Dare__XP-068073626.1
OG0000203	Dare	Bilateria	9	XP-068075763.1	Dare__XP-068075763.1
OG0000203	Dare	Bilateria	9	XP-068076868.1	Dare__XP-068076868.1
OG0000203	Dare	Bilateria	9	XP-068076869.1	Dare__XP-068076869.1
OG0000203	Dare	Bilateria	9	XP-068080513.1	Dare__XP-068080513.1
OG0000203	Dare	Bilateria	9	XP-068080514.1	Dare__XP-068080514.1
OG0000203	Dare	Bilateria	9	XP-068080515.1	Dare__XP-068080515.1
OG0000203	Dare	Bilateria	9	XP-068080516.1	Dare__XP-068080516.1
OG0000203	HoH13	Placozoa	3	Hhon-g01659.t1	HoH13__Hhon-g01659.t1
OG0000203	HoH13	Placozoa	3	Hhon-g01660.t1	HoH13__Hhon-g01660.t1
OG0000203	HoH13	Placozoa	3	Hhon-g02193.t1	HoH13__Hhon-g02193.t1
OG0000203	HoH13	Placozoa	3	Hhon-g05648.t1	HoH13__Hhon-g05648.t1
OG0000203	HoH13	Placozoa	3	Hhon-g05654.t1	HoH13__Hhon-g05654.t1
OG0000203	Neve	Cnidaria	8	NV2.16117	Neve__NV2.16117
OG0000203	Neve	Cnidaria	8	NV2.1994	Neve__NV2.1994
OG0000203	Neve	Cnidaria	8	NV2.3042	Neve__NV2.3042
OG0000203	Neve	Cnidaria	8	NV2.3321	Neve__NV2.3321
OG0000203	Neve	Cnidaria	8	NV2.628	Neve__NV2.628
OG0000203	Neve	Cnidaria	8	NV2.903	Neve__NV2.903
OG0000203	Neve	Cnidaria	8	NV2.904	Neve__NV2.904
OG0000203	Neve	Cnidaria	8	NV2.907	Neve__NV2.907
OG0000203	Neve	Cnidaria	8	NV2.908	Neve__NV2.908
OG0000203	Spla	Porifera	1	c103547-g1	Spla__c103547-g1
OG0000203	Spla	Porifera	1	c103547-g2	Spla__c103547-g2
OG0000203	Spla	Porifera	1	c103547-g3	Spla__c103547-g3
OG0000203	Spla	Porifera	1	c88196-g1	Spla__c88196-g1
OG0000203	TrH1	Placozoa	5	Tadh-TriadG53363	TrH1__Tadh-TriadG53363
OG0000203	TrH1	Placozoa	5	Tadh-TriadG53364	TrH1__Tadh-TriadG53364
OG0000203	TrH1	Placozoa	5	Tadh-TriadG55341	TrH1__Tadh-TriadG55341
OG0000203	TrH1	Placozoa	5	Tadh-TriadG56910	TrH1__Tadh-TriadG56910
OG0000203	TrH1	Placozoa	5	Tadh-TriadG56917	TrH1__Tadh-TriadG56917
OG0000203	TrH2	Placozoa	4	TrH2-TrispH2-003756	TrH2__TrH2-TrispH2-003756
OG0000203	TrH2	Placozoa	4	TrH2-TrispH2-003762	TrH2__TrH2-TrispH2-003762
OG0000203	TrH2	Placozoa	4	TrH2-TrispH2-004133	TrH2__TrH2-TrispH2-004133
OG0000203	TrH2	Placozoa	4	TrH2-TrispH2-004901	TrH2__TrH2-TrispH2-004901
OG0000260	Auco	Cnidaria	6	XLOC-006615#DUS10-MOUSE#Q9ESS0	Auco__XLOC-006615#DUS10-MOUSE#Q9ESS0
OG0000260	Auco	Cnidaria	6	XLOC-012230#DUS18-HUMAN#Q8NEJ0	Auco__XLOC-012230#DUS18-HUMAN#Q8NEJ0
OG0000260	Auco	Cnidaria	6	XLOC-015176#DUS7-HUMAN#Q16829	Auco__XLOC-015176#DUS7-HUMAN#Q16829
OG0000260	Auco	Cnidaria	6	XLOC-018160#DUS16-HUMAN#Q9BY84	Auco__XLOC-018160#DUS16-HUMAN#Q9BY84
OG0000260	Auco	Cnidaria	6	XLOC-026592#DUS4-CHICK#Q9PW71	Auco__XLOC-026592#DUS4-CHICK#Q9PW71
OG0000260	Auco	Cnidaria	6	gene-evm.model.ptg000002l.63#DUS4-CHICK#Q9PW71	Auco__gene-evm.model.ptg000002l.63#DUS4-CHICK#Q9PW71
OG0000260	Auco	Cnidaria	6	gene-evm.model.ptg000004l.607-1#DUS7-HUMAN#Q16829	Auco__gene-evm.model.ptg000004l.607-1#DUS7-HUMAN#Q16829
OG0000260	Auco	Cnidaria	6	gene-evm.model.ptg000006l.346#DUS16-HUMAN#Q9BY84	Auco__gene-evm.model.ptg000006l.346#DUS16-HUMAN#Q9BY84
OG0000260	Auco	Cnidaria	6	gene-evm.model.ptg000012l.203#DUS10-MOUSE#Q9ESS0	Auco__gene-evm.model.ptg000012l.203#DUS10-MOUSE#Q9ESS0
OG0000260	ClH23	Placozoa	2	HoiH23-PlH23-002311	ClH23__HoiH23-PlH23-002311
OG0000260	ClH23	Placozoa	2	HoiH23-PlH23-005759	ClH23__HoiH23-PlH23-005759
OG0000260	Clhe	Cnidaria	7	TRINITY-DN1836-c0-g1-i1	Clhe__TRINITY-DN1836-c0-g1-i1
OG0000260	Clhe	Cnidaria	7	TRINITY-DN1836-c0-g1-i7	Clhe__TRINITY-DN1836-c0-g1-i7
OG0000260	Clhe	Cnidaria	7	XLOC-006153	Clhe__XLOC-006153
OG0000260	Clhe	Cnidaria	7	XLOC-009683	Clhe__XLOC-009683
OG0000260	Clhe	Cnidaria	7	XLOC-013242	Clhe__XLOC-013242
OG0000260	Clhe	Cnidaria	7	XLOC-042200	Clhe__XLOC-042200
OG0000260	Dare	Bilateria	9	NP-001003451.1	Dare__NP-001003451.1
